state_id,a,loc,lf,P_a1,P_lf8,P_stage7,probability_sum,proxy_definition,expected_terminal_target_proxy_site1_kg,conditional_target_given_stage7_site1_kg,expected_terminal_target_proxy_site2_kg,conditional_target_given_stage7_site2_kg,expected_terminal_target_proxy_site3_kg,conditional_target_given_stage7_site3_kg,expected_terminal_target_proxy_site4_kg,conditional_target_given_stage7_site4_kg,expected_terminal_target_proxy_total_kg,conditional_target_given_stage7_total_kg
125,3,2,5,0.0099,0.1,0.8901,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,70.9719684947,79.7348258563,29.4975087587,33.1395447239,16.4290419124,18.4575237754,43.3769892772,48.7327146132,160.275508443,180.064608969
126,3,2,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,78.3554166453,78.3554166453,33.174885262,33.174885262,19.0189053016,19.0189053016,48.2748598858,48.2748598858,178.824067095,178.824067095
127,3,2,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,84.2807927532,84.2807927532,19.6383954592,19.6383954592,21.0048007503,21.0048007503,55.6417675652,55.6417675652,180.565756528,180.565756528
128,3,2,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
129,3,3,1,0.0726317702855,0.0621952699087,0.865172959806,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,81.0199115827,93.6459128367,33.7015207883,38.9535068177,17.7821119669,20.5532451811,47.1188651482,54.4617866452,179.622409486,207.614451481
130,3,3,2,0.0557159559528,0.06456744124,0.879716602807,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,78.1259818286,88.8081247748,32.5881673007,37.0439380099,17.2261235923,19.5814464991,45.7607783083,52.0176363186,173.70105103,197.451145603
131,3,3,3,0.0390692676,0.06406158,0.8968691524,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,75.1788513896,83.8236560912,31.5189084787,35.1432629769,16.7366556205,18.661201108,44.3363147358,49.4345408325,167.770730225,187.062661009
132,3,3,4,0.0233442,0.05901,0.9176458,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,72.1746169294,78.6519340353,30.2027822469,32.9133334963,16.3153753845,17.7796001294,43.2157300951,47.0941294507,161.908504656,176.438997112
133,3,3,5,0.0099,0.1,0.8901,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,65.9443336107,74.0864325477,27.2650128823,30.6314042043,15.1733220937,17.0467611434,40.4594292369,45.4549255554,148.842097824,167.219523451
134,3,3,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,69.0187773381,69.0187773381,26.2895658146,26.2895658146,15.9892019405,15.9892019405,45.731166968,45.731166968,157.028712061,157.028712061
135,3,3,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,70.3548673538,70.3548673538,24.0183969051,24.0183969051,22.9113790089,22.9113790089,39.1228723369,39.1228723369,156.407515605,156.407515605
136,3,3,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
137,3,4,1,0.0726317702855,0.0621952699087,0.865172959806,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,79.4562215752,91.8385401146,32.8512247415,37.9707021228,17.409563664,20.1226396025,45.895769399,53.0480857946,175.61277938,202.979967635
138,3,4,2,0.0557159559528,0.06456744124,0.879716602807,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,75.8435439186,86.2136097881,31.4275275466,35.7246043172,16.6884895413,18.9703018996,44.0248715158,50.0443794914,167.984432522,190.952895496
139,3,4,3,0.0390692676,0.06406158,0.8968691524,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,71.8397693877,80.1006135571,30.0135182486,33.464768153,15.9570503578,17.7919491546,41.9665161985,46.7922395215,159.776854193,178.149570386
140,3,4,4,0.0233442,0.05901,0.9176458,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,67.0732817604,73.0927791098,27.8092748743,30.3050206019,15.1154469446,16.4719840102,39.6540974862,43.2128578218,149.652101065,163.082641544
141,3,4,5,0.0099,0.1,0.8901,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,59.0257390632,66.3136041604,23.6184663425,26.5346212139,13.5218733881,15.1914092665,35.5168162073,39.9020516878,131.682895001,147.941686329
142,3,4,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,57.6605400587,57.6605400587,18.2961025799,18.2961025799,13.2136444654,13.2136444654,36.2873427795,36.2873427795,125.457629883,125.457629883
143,3,4,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,70.8777395635,70.8777395635,47.7705448833,47.7705448833,22.9113388566,22.9113388566,39.2766549653,39.2766549653,180.836278269,180.836278269
144,3,4,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
145,3,5,1,0.0726317702855,0.0621952699087,0.865172959806,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,77.6906274149,89.7977988498,31.9143492462,36.8878255896,16.9925141178,19.6405977848,44.5147358465,51.4518343898,171.112226625,197.778056614
146,3,5,2,0.0557159559528,0.06456744124,0.879716602807,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,73.2535120522,83.2694436122,30.124379129,34.2432767927,16.0841863011,18.2833724517,42.0524928353,47.8023180433,161.514570318,183.5984109
147,3,5,3,0.0390692676,0.06406158,0.8968691524,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,68.0327141834,75.8557856532,27.9378980887,31.1504727462,15.0254967222,16.7532763079,39.2592147643,43.7736259065,150.255323759,167.533160614
148,3,5,4,0.0233442,0.05901,0.9176458,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,61.588969745,67.1162770483,25.2985016707,27.5689178446,13.8100835105,15.0494706242,35.7925943886,39.0048038018,136.490149315,148.739469319
149,3,5,5,0.0099,0.1,0.8901,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,52.1595633069,58.5996666744,21.5229430791,24.1803652164,12.0057314001,13.4880703292,30.5160044808,34.2837933724,116.204242267,130.551895592
150,3,5,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,48.1363213326,48.1363213326,20.9437051943,20.9437051943,11.9573494913,11.9573494913,27.6444597341,27.6444597341,108.681835752,108.681835752
151,3,5,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,19.6383312997,19.6383312997,8.72797805506,8.72797805506,8.18263681091,8.18263681091,21.6467417313,21.6467417313,58.1956878969,58.1956878969
152,3,5,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
153,3,6,1,0.0726317702855,0.0621952699087,0.865172959806,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,76.0682423637,87.922584151,31.0448875664,35.882868523,16.6072996554,19.1953521746,43.2546793372,49.995412879,166.975108923,192.996217728
154,3,6,2,0.0557159559528,0.06456744124,0.879716602807,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,70.8819616293,80.5736317845,28.9065995011,32.8589905077,15.5257014081,17.6485260805,40.2611776625,45.7660768639,155.575440201,176.847225237
155,3,6,3,0.0390692676,0.06406158,0.8968691524,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,64.5398795291,71.9613104726,26.1392757571,29.1450271058,14.2008238709,15.8337744508,36.6683515461,40.8848397204,141.548330703,157.82495175
156,3,6,4,0.0233442,0.05901,0.9176458,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,56.4543154405,61.5208127586,22.9592640034,25.0197450949,12.5985693552,13.7292290285,32.1547193832,35.0404473961,124.166868182,135.310234278
157,3,6,5,0.0099,0.1,0.8901,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,45.5549291701,51.1795631616,19.0578084512,21.4108622079,10.4529729741,11.7435939491,26.0774124244,29.2971715812,101.14312302,113.6311909
158,3,6,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,38.5759190037,38.5759190037,19.6502100037,19.6502100037,9.78185856208,9.78185856208,22.0813520104,22.0813520104,90.0893395799,90.0893395799
159,3,6,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,0,0,0,0,0,0,0,0,0
160,3,6,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
161,3,7,1,0.0726317702855,0.0621952699087,0.865172959806,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,74.6446978603,86.2771969631,30.2612309188,34.9770881947,16.2662003641,18.8010965665,42.150582712,48.7192557676,163.322711855,188.774637492
162,3,7,2,0.0557159559528,0.06456744124,0.879716602807,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,68.8149816412,78.2240342192,27.8206896872,31.6246045583,15.03191891,17.0872288439,38.7030210973,43.9948740013,150.370611336,170.930741623
163,3,7,3,0.0390692676,0.06406158,0.8968691524,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,61.5293585582,68.6046101525,24.844990262,27.7019119182,13.5176680918,15.0720626924,34.4186111966,38.3764020699,134.310628109,149.754986833
164,3,7,4,0.0233442,0.05901,0.9176458,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,51.8245769879,56.4755780367,21.0146469957,22.9006082692,11.5339566434,12.5690725588,28.8295034091,31.416809633,113.202684036,123.362068498
165,3,7,5,0.0099,0.1,0.8901,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,39.2030168173,44.0433848077,16.1049722799,18.0934415009,8.92533264066,10.0273369741,21.7156157444,24.3968270356,85.9489374823,96.5609903183
166,3,7,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,27.9766941233,27.9766941233,11.8907958849,11.8907958849,6.71895337245,6.71895337245,15.674043145,15.674043145,62.2604865256,62.2604865256
167,3,7,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,0,0,0,0,0,0,0,0,0
168,3,7,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
169,4,1,1,0.00275801370768,0.066226936175,0.931015050117,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,144.167438071,154.849739596,60.5666350415,65.0544102739,31.4101175018,33.7374970446,83.9387304391,90.158295968,320.082921053,343.799942882
170,4,1,2,0.0016267828896,0.06753190384,0.93084131327,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,145.760979869,156.590578642,61.9161589347,66.5163417781,31.7788432136,34.1399148926,85.5605759687,91.9174672943,325.016557986,349.164302607
171,4,1,3,0.0007760016,0.06597624,0.9332477584,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,148.713985918,159.35102397,63.736416616,68.2952796214,32.3565759455,34.6709388309,88.4134046734,94.7373340869,333.220383153,357.054576509
172,4,1,4,0.0002376,0.06,0.9397624,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,154.322535814,164.214418255,67.3371873881,71.6534172766,33.4644941957,35.6095266162,92.768581828,98.7149324425,347.892799225,370.19229459
173,4,1,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,153.345093506,170.383437229,68.631069491,76.2567438789,33.1465091317,36.8294545908,92.6245625196,102.916180577,347.747234648,386.385816276
174,4,1,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,179.891299816,179.891299816,87.3183231817,87.3183231817,39.3990395809,39.3990395809,105.965749014,105.965749014,412.574411593,412.574411593
175,4,1,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,157.106485851,157.106485851,49.9139415109,49.9139415109,31.912611987,31.912611987,135.831739057,135.831739057,374.764778406,374.764778406
176,4,1,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
177,4,2,1,0.00275801370768,0.066226936175,0.931015050117,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,143.631042762,154.273599276,60.2031190422,64.663959014,31.2744797052,33.591808963,83.481020087,89.6666708841,318.589661596,342.196038137
178,4,2,2,0.0016267828896,0.06753190384,0.93084131327,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,144.98818942,155.760372206,61.3728915547,65.9327112793,31.5762663177,33.9222871477,84.9062626032,91.21454043,322.843609896,346.829911063
179,4,2,3,0.0007760016,0.06597624,0.9332477584,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,147.50923187,158.060097699,63.0890205313,67.6015773555,32.0810520571,34.3757075957,87.2693859938,93.5114873926,329.948690452,353.548870043
180,4,2,4,0.0002376,0.06,0.9397624,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,152.288164993,162.049646797,66.3531338369,70.6062871178,33.0492216932,35.1676356633,91.1268025764,96.9679171846,342.817323099,364.791486762
181,4,2,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,150.354635372,167.060705969,67.1259933447,74.5844370497,32.5686448518,36.1873831686,90.805071007,100.894523341,340.854344576,378.727049529
182,4,2,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,175.071745569,175.071745569,82.8533665286,82.8533665286,38.1563038041,38.1563038041,106.015467993,106.015467993,402.096883894,402.096883894
183,4,2,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,168.321498891,168.321498891,60.2781032687,60.2781032687,34.3670729582,34.3670729582,132.558689603,132.558689603,395.525364721,395.525364721
184,4,2,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
185,4,3,1,0.00275801370768,0.066226936175,0.931015050117,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,142.119377148,152.649924542,59.1883430227,63.5739916506,30.8938945958,33.1830238318,82.1761430315,88.2651070153,314.377757798,337.67204704
186,4,3,2,0.0016267828896,0.06753190384,0.93084131327,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,142.775622818,153.383418616,59.9019972504,64.3525339888,31.0172954535,33.3217864434,83.0177494582,89.1857164854,316.71266498,340.243455533
187,4,3,3,0.0007760016,0.06597624,0.9332477584,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,144.080310913,154.38591694,61.3321701372,65.7190650448,31.3233328201,33.5637911135,84.2466454137,90.2725398003,320.982459284,343.941312899
188,4,3,4,0.0002376,0.06,0.9397624,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,146.918471126,156.335762237,63.3533959579,67.4142697749,31.8805155129,33.9240168716,86.8923112407,92.4620002255,329.044693837,350.136049109
189,4,3,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,143.093695747,158.992995274,62.0393001786,68.932555754,30.8908374857,34.3231527618,86.0195413188,95.5772681319,322.04337473,357.825971922
190,4,3,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,164.848332995,164.848332995,68.0763473268,68.0763473268,34.5498446544,34.5498446544,103.531699416,103.531699416,371.006224392,371.006224392
191,4,3,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,184.298449791,184.298449791,82.4559747849,82.4559747849,34.3670602262,34.3670602262,85.6444457484,85.6444457484,386.76593055,386.76593055
192,4,3,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
193,4,4,1,0.00275801370768,0.066226936175,0.931015050117,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,139.837975435,150.199478963,57.7027625797,61.9783349071,30.3298228812,32.5771563815,80.1896468511,86.1314184351,308.060207747,330.886388687
194,4,4,2,0.0016267828896,0.06753190384,0.93084131327,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,139.41443823,149.772508206,57.7843894018,62.0775942988,30.2022282014,32.4461621663,80.1310227686,86.0845147569,307.532078602,330.380779428
195,4,4,3,0.0007760016,0.06597624,0.9332477584,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,139.127470416,149.078815527,58.379956602,62.5556890724,30.1595188312,32.3167332144,80.1625332058,85.8963040461,307.829479055,329.84754186
196,4,4,4,0.0002376,0.06,0.9397624,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,139.233075242,148.157742045,58.4371092097,62.182855166,30.0149953668,31.9389192064,80.6162087517,85.7836073796,308.301388571,328.063123797
197,4,4,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,132.519669844,147.244077605,54.5067327575,60.5630363972,28.1772106093,31.3080117881,77.2731714563,85.8590793958,292.476784667,324.974205186
198,4,4,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,146.996039797,146.996039797,52.4474618184,52.4474618184,29.4010943613,29.4010943613,87.3789361494,87.3789361494,316.223532126,316.223532126
199,4,4,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,168.56298044,168.56298044,132.558988567,132.558988567,40.9131822127,40.9131822127,81.8263755451,81.8263755451,423.861526765,423.861526765
200,4,4,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
201,4,5,1,0.00275801370768,0.066226936175,0.931015050117,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,137.253745502,147.423766656,56.0590776556,60.212858695,29.7003607405,31.9010533039,77.940449795,83.7155637658,300.953633693,323.253242421
202,4,5,2,0.0016267828896,0.06753190384,0.93084131327,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,135.621011987,145.697241896,55.4001161585,59.5161767841,29.2892945113,31.4654002715,76.8632400579,82.5739457007,297.173662714,319.252764653
203,4,5,3,0.0007760016,0.06597624,0.9332477584,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,133.741747085,143.30786855,54.4790176089,58.3757283299,28.7545471608,30.8112683926,75.6650848219,81.0771674948,292.640396677,313.572032767
204,4,5,4,0.0002376,0.06,0.9397624,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,130.505689433,138.870941669,53.3032221179,56.7198923024,27.9273092214,29.7174149778,73.6389087724,78.3590711572,285.375129545,303.667320107
205,4,5,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,119.647648287,132.94183143,49.429376576,54.9215295289,25.5289582934,28.3655092149,67.2771088655,74.7523431839,261.883092022,290.981213358
206,4,5,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,121.091837617,121.091837617,53.5830231975,53.5830231975,26.2876485288,26.2876485288,67.054859188,67.054859188,268.017368531,268.017368531
207,4,5,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,169.268163717,169.268163717,50.7550168597,50.7550168597,29.4574724764,29.4574724764,67.4600784407,67.4600784407,316.940731494,316.940731494
208,4,5,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
209,4,6,1,0.00275801370768,0.066226936175,0.931015050117,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,134.889112333,144.883922463,54.5329262997,58.5736248763,29.1193560164,31.2769981674,75.89037262,81.5135830623,294.431767269,316.248128569
210,4,6,2,0.0016267828896,0.06753190384,0.93084131327,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,132.140309244,141.957933496,53.1754145592,57.1261866025,28.4408143615,30.5538806197,73.8888219239,79.3785373195,287.645360089,309.016538037
211,4,6,3,0.0007760016,0.06597624,0.9332477584,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,128.573260328,137.769696386,51.0856791129,54.7396751325,27.4807653887,29.4463770648,71.3019453831,76.4019465799,278.441650213,298.357695163
212,4,6,4,0.0002376,0.06,0.9397624,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,122.714215667,130.580044133,48.5797889413,51.6936929391,26.0342447175,27.7030073958,67.1497187171,71.4539320972,264.477968042,281.430676565
213,4,6,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,109.344170618,121.493522909,43.966780069,48.8519778544,23.0912337808,25.6569264231,58.7797321844,65.3108135382,235.181916652,261.313240724
214,4,6,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,105.367403039,105.367403039,48.6567954331,48.6567954331,22.9469140891,22.9469140891,54.3445013045,54.3445013045,231.315613866,231.315613866
215,4,6,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,105.8300632,105.8300632,19.6384176651,19.6384176651,22.9113581487,22.9113581487,40.97548225,40.97548225,189.355321264,189.355321264
216,4,6,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
217,4,7,1,0.00275801370768,0.066226936175,0.931015050117,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,132.822604996,142.66429418,53.1635368546,57.102768476,28.6030155891,30.7223987254,74.0995445687,79.5900609333,288.688702008,310.079522315
218,4,7,2,0.0016267828896,0.06753190384,0.93084131327,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,129.095242241,138.686627249,51.202751751,55.0069609299,27.685835437,29.7428090506,71.2913745585,76.5881074917,279.275203988,300.024504721
219,4,7,3,0.0007760016,0.06597624,0.9332477584,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,123.912000263,132.775031226,48.5508628648,52.0235515465,26.4254784219,28.3156087803,67.3688653179,72.1875458168,266.257206867,285.301737369
220,4,7,4,0.0002376,0.06,0.9397624,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,115.943872763,123.375730677,44.5202993767,47.3739951467,24.4947552346,26.0648385534,61.4111556924,65.3475343262,246.370083066,262.162098703
221,4,7,5,0,0.1,0.9,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,100.998207276,112.220230307,37.7043319517,41.8937021686,21.0605005573,23.4005561747,51.6091081546,57.3434535051,211.372147939,234.857942155
222,4,7,6,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,95.7194729988,95.7194729988,33.3513433439,33.3513433439,19.3518908719,19.3518908719,45.7830515806,45.7830515806,194.205758795,194.205758795
223,4,7,7,0,0,1,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,3.27305014181,3.27305014181,0,0,0,0,7.91030645811,7.91030645811,11.1833565999,11.1833565999
224,4,7,8,0,1,0,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,0,,0,,0,,0,,0,
225,5,1,1,0.000279665665805,0.0663501462528,0.933370188081,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,155.801684611,166.923785011,65.3211268253,69.984158118,34.1453062061,36.5828120955,90.9176555879,97.407927475,346.18577323,370.898682699
226,5,1,2,0.000108801792,0.06759743392,0.932293764288,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,159.714891777,171.313911875,67.7698499856,72.691519113,35.1447619892,37.6970900541,94.1411442721,100.977983419,356.770648024,382.680504462
227,5,1,3,2.56608e-05,0.066,0.9339743392,1,UNCONDITIONAL_E_T_WITH_ZERO_TARGET_FOR_NON_STAGE7_ABSORPTION,165.79184961,177.512210616,71.1814651471,76.2135126839,36.5727061115,39.1581487591,99.2633939196,106.280643647,372.809414788,399.164515706
