policy,arm,penalty,path_id,state_sequence,termination_type,termination_stage,termination_state,operating_stage_count,reached_stage7,physical_dissipation_a1,lf8_absorbing,reported_objective,actual_operating_cost,holding_cost,production_cost,electricity_cost,production_om_cost,ordinary_shortage_total,ordinary_shortage_any,ordinary_shortage_cost,total_H2_production,total_HTT,HTT_cost,terminal_inventory_total,inventory_site1,inventory_site2,inventory_site3,inventory_site4,terminal_state_id,terminal_a,terminal_loc,target_site1,target_site2,target_site3,target_site4,target_total,gap_site1,gap_site2,gap_site3,gap_site4,terminal_site_gap,terminal_total_quantity_shortfall,terminal_spatial_component,terminal_gap_any,terminal_gap_class,surplus_site1,surplus_site2,surplus_site3,surplus_site4,terminal_penalty_cost,final_a,final_loc,final_lf,D_site_kg,S_site_kg,Q_total_kg,K_req_kg,K_req_formula_minus_equiv_kg,positive_target,sitewise_failure,failure_type,tail_group
Base,Arm-A,1000,541,81-99-108-110-111-112-104-112,STAGE7_TERMINAL_CHECK,5,111,4,1,0,0,57279.32346,57279.32346,33.7548923372,57245.5685677,57170.0885677,75.48,0,0,0,122.655,0,0,106.282481134,40.8553559616,28.9621752057,14.6776415006,21.7873084666,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,40.8553559616,28.9621752057,14.6776415006,21.7873084666,0,2,7,7,0,106.282481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,542,81-98-59-69-63-88-64-88,STAGE7_TERMINAL_CHECK,5,63,4,1,0,0,58986.4299306,58986.4299306,39.1503957828,58947.2795348,58814.6333385,132.646196253,0,0,0,215.550068912,0,0,199.177550046,85.4960383476,44.9451190472,23.549084185,45.1873084666,63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,85.4960383476,44.9451190472,23.549084185,45.1873084666,0,2,1,7,0,199.177550046,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,543,81-90-99-109-110-95-72-88,STAGE7_TERMINAL_CHECK,6,95,5,1,0,0,77401.0431053,77401.0431053,42.166420917,77358.8766844,77249.1851201,109.691564252,0,0,0,178.24879191,0,0,102.383267114,48.0776706283,18.2037901125,10.0514786121,26.0503277609,95,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,48.0776706283,18.2037901125,10.0514786121,26.0503277609,0,2,5,7,0,102.383267114,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,544,81-66-83-125-70-95-72-72,STAGE7_TERMINAL_CHECK,6,95,5,1,0,0,81878.4683654,81878.4683654,52.0884511747,79180.7404986,79020.3004986,160.44,11.4483507725,1,2289.6701545,260.715,15.1698908366,355.96926116,196.297825976,78.703731521,40.4214936434,22.9113388566,54.2612619552,95,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,78.703731521,40.4214936434,22.9113388566,54.2612619552,0,2,5,7,0,196.297825976,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,545,81-58-75-94-79-72-64-88,STAGE7_TERMINAL_CHECK,5,79,4,1,0,0,58415.0396309,58415.0396309,37.7542700996,58377.2853608,58265.4222499,111.863110921,0,0,0,181.777555247,0,0,165.405036381,70.3548673538,32.8621752057,22.9113388566,39.2766549653,79,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3548673538,32.8621752057,22.9113388566,39.2766549653,0,2,3,7,0,165.405036381,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,546,81-107-108-110-111-112-88-136,STAGE7_TERMINAL_CHECK,5,111,4,1,0,0,57279.32346,57279.32346,33.7548923372,57245.5685677,57170.0885677,75.48,0,0,0,122.655,0,0,106.282481134,40.8553559616,28.9621752057,14.6776415006,21.7873084666,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,40.8553559616,28.9621752057,14.6776415006,21.7873084666,0,2,7,7,0,106.282481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,547,81-58-19-52-29-48-40-48,PHYSICAL_DISSIPATION_A1,3,19,2,0,1,0,29058.6171221,29058.6171221,21.3223478169,29037.2947743,28965.4147742,71.88,0,0,0,116.805,0,0,184.939475204,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,1,3,3,0,184.939475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,548,81-98-59-84-70-71-96-136,STAGE7_TERMINAL_CHECK,6,71,5,1,0,0,78821.8071345,78821.8071345,48.3942375709,78671.2154316,78523.072398,148.14303352,0,0,0,240.732429469,5.22596398675,102.197465409,164.866904673,70.3548673538,32.4778261258,22.9113388566,39.1228723369,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3548673538,32.4778261258,22.9113388566,39.1228723369,0,2,2,7,0,164.866904673,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,549,81-98-108-85-78-87-112-112,STAGE7_TERMINAL_CHECK,6,87,5,1,0,0,78153.6019798,78153.6019798,44.2338185962,78109.3681612,77980.4233803,128.944780948,0,0,0,209.535269041,0,0,133.669744245,64.453925991,17.0875710471,17.3029194459,34.8253277609,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,64.453925991,17.0875710471,17.3029194459,34.8253277609,0,2,4,7,0,133.669744245,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,550,81-99-166-119-168-168-96-112,STAGE7_TERMINAL_CHECK,4,119,3,1,0,0,59479.2324583,54751.8733365,33.7354149982,53899.356509,53758.7116264,140.644882679,0,0,0,228.547934353,23.073265734,818.781412421,251.186343625,119.717822779,61.1886692956,20.456270704,49.8235808462,119,3,1,63.824487644,13.0921787815,11.4556774055,54.550939968,142.923283799,0,0,0,4.72735912179,4.72735912179,0,4.72735912179,1,PURE_SPATIAL_MISMATCH,55.8933351349,48.0964905141,9.00059329853,0,4727.35912179,3,1,7,4.72735912179,112.990418948,0,4.72735912179,0,True,True,PURE_LOCATION,not_stage7_tail
Base,Arm-A,1000,551,81-43-30-39-56-48-56-40,PHYSICAL_DISSIPATION_A1,2,43,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,6,3,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,552,81-3-30-47-40-48-40-56,PHYSICAL_DISSIPATION_A1,2,3,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,1,3,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,553,81-66-76-85-87-112-112-56,STAGE7_TERMINAL_CHECK,5,87,4,1,0,0,59009.1349955,59009.1349955,39.3003758883,58969.8346196,58838.9425143,130.892105244,0,0,0,212.699671021,0,0,196.327152155,86.6350269825,32.8621752057,28.7176415006,48.1123084666,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,86.6350269825,32.8621752057,28.7176415006,48.1123084666,0,2,4,7,0,196.327152155,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,554,81-18-37-14-15-32-16-16,PHYSICAL_DISSIPATION_A1,2,18,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,3,2,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,555,81-106-107-108-93-86-111-80,STAGE7_TERMINAL_CHECK,7,111,6,1,0,0,98827.6331698,98827.6331698,49.6716866853,98772.1807953,98632.784282,139.39651333,0,0,0,226.519334162,0.751500868887,5.7806878265,105.157743434,47.4945570449,19.2159712317,12.7736343112,25.6735808462,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,47.4945570449,19.2159712317,12.7736343112,25.6735808462,0,2,7,7,0,105.157743434,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,556,81-58-59-85-102-31-40-48,PHYSICAL_DISSIPATION_A1,6,31,5,0,1,0,78163.9886337,78163.9886337,46.1420831995,78117.8465505,77986.9544452,130.892105244,0,0,0,212.699671021,0,0,136.834146225,64.1621089053,18.2037901125,19.6429194459,34.8253277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,64.1621089053,18.2037901125,19.6429194459,34.8253277609,0,1,4,7,0,136.834146225,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,557,81-74-59-68-70-87-96-56,STAGE7_TERMINAL_CHECK,6,87,5,1,0,0,78817.1561544,78817.1561544,48.7206160974,78665.2604986,78516.7004986,148.56,0,0,0,241.41,5.21714842206,103.175039689,165.544475204,71.0324378844,32.4866416905,22.8300397601,39.1953558688,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,71.0324378844,32.4866416905,22.8300397601,39.1953558688,0,2,4,7,0,165.544475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,558,81-58-84-61-134-151-136-64,STAGE7_TERMINAL_CHECK,6,151,5,1,0,0,88372.0457004,88372.0457004,53.2771881086,83005.4886758,82798.8429767,206.645699122,22.4729180772,1,4494.58361544,335.799261074,25.2158909584,818.696221071,282.406654354,153.82124692,47.408813866,22.9954189008,58.1811746677,151,3,5,19.6383312997,8.72797805506,8.18263681091,21.6467417313,58.1956878969,0,0,0,0,0,0,0,0,NO_GAP,134.18291562,38.6808358109,14.8127820898,36.5344329365,0,3,5,7,0,224.210966458,0,0,0,True,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,559,81-156-141-214-223-272-256-248,STAGE7_TERMINAL_CHECK,5,223,4,1,0,0,72470.3450239,72470.3450239,68.3395126206,68691.9775432,68404.6813189,287.296224272,3.2896767816,1,657.93535632,466.856364442,101.469105953,3052.09261175,453.773522359,184.24575693,133.639744092,46.6327316325,89.2552897039,223,4,7,3.27305014181,0,0,7.91030645811,11.1833565999,0,0,0,0,0,0,0,0,NO_GAP,180.972706788,133.639744092,46.6327316325,81.3449832458,0,4,7,7,0,442.590165759,0,0,0,True,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,560,81-66-84-93-110-39-32-40,PHYSICAL_DISSIPATION_A1,6,39,5,0,1,0,77746.7014773,77746.7014773,44.110804685,77702.5906726,77582.3987428,120.19192977,0,0,0,195.311885876,0,0,119.446361079,53.4824378844,20.6894175544,13.3741778798,31.9003277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,53.4824378844,20.6894175544,13.3741778798,31.9003277609,0,1,5,7,0,119.446361079,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,561,81-36-21-30-47-32-40-16,PHYSICAL_DISSIPATION_A1,2,36,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,5,4,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,562,81-98-107-86-7-48-56-48,PHYSICAL_DISSIPATION_A1,5,7,4,0,1,0,58216.3108893,58216.3108893,36.7313679068,58132.9684773,58024.6949319,108.273545472,0,0,0,175.944511392,5.89373750838,46.6110440662,159.571992527,70.3548673538,26.9684376973,22.9113790089,39.3373084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3548673538,26.9684376973,22.9113790089,39.3373084666,0,1,1,7,0,159.571992527,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,563,81-92-85-102-87-80-72-88,STAGE7_TERMINAL_CHECK,5,87,4,1,0,0,58178.6762738,58178.6762738,36.5736564272,58134.2410004,58025.5085193,108.732481107,0,0,0,176.690281799,1.03349081966,7.86161702358,160.317762933,70.3548673538,27.928684386,22.9113388566,39.1228723369,87,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3548673538,27.928684386,22.9113388566,39.1228723369,0,2,4,7,0,160.317762933,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,564,81-67-5-22-15-24-40-56,PHYSICAL_DISSIPATION_A1,3,5,2,0,1,0,28954.6708721,28954.6708721,21.1760978169,28933.4947743,28863.4147742,70.08,0,0,0,113.88,0,0,182.014475204,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,1,1,5,0,182.014475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,565,81-98-107-109-110-111-88-72,STAGE7_TERMINAL_CHECK,6,111,5,1,0,0,77299.8426255,77299.8426255,41.6539174071,77258.1887081,77150.4160847,107.772623444,0,0,0,175.130513096,0,0,99.2649883,47.6324378844,18.2037901125,10.3034325422,23.1253277609,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,47.6324378844,18.2037901125,10.3034325422,23.1253277609,0,2,7,7,0,99.2649883,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,566,81-76-109-55-56-32-24-56,PHYSICAL_DISSIPATION_A1,4,55,3,0,1,0,49450.3677426,49450.3677426,28.0020182805,49422.3657243,49352.2857243,70.08,0,0,0,113.88,0,0,136.518409272,49.8445570449,41.6081379386,18.6421334423,26.4235808462,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,49.8445570449,41.6081379386,18.6421334423,26.4235808462,0,1,7,7,0,136.518409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,567,81-66-4-14-23-40-56-48,PHYSICAL_DISSIPATION_A1,3,4,2,0,1,0,29058.6171221,29058.6171221,21.3223478169,29037.2947743,28965.4147742,71.88,0,0,0,116.805,0,0,184.939475204,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,1,1,4,0,184.939475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,568,81-115-132-117-135-216-256-280,STAGE7_TERMINAL_CHECK,5,135,4,1,0,0,69800.6846729,69800.6846729,68.3681857725,68783.7993524,68495.3144697,288.484882679,0,0,0,468.787934353,33.6557762771,948.517134756,452.415415487,177.754856327,122.562175206,31.7297995762,120.368584378,135,3,3,70.3548673538,24.0183969051,22.9113790089,39.1228723369,156.407515605,0,0,0,0,0,0,0,0,NO_GAP,107.399988973,98.5437783006,8.8184205673,81.2457120411,0,3,3,7,0,296.007899882,0,0,0,True,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,569,81-155-124-149-134-127-128-88,STAGE7_TERMINAL_CHECK,6,127,5,1,0,0,92389.1241967,92389.1241967,91.7552495197,90993.1855754,90657.218314,335.967261379,0,0,0,545.946799741,68.2623868501,1304.18337178,470.081274945,166.309553591,133.801622252,32.9800058854,136.990093216,127,3,2,84.2807927532,19.6383954592,21.0048007503,55.6417675651,180.565756528,0,0,0,0,0,0,0,0,NO_GAP,82.0287608376,114.163226793,11.9752051351,81.3483256508,0,3,2,7,0,289.515518417,0,0,0,True,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,570,81-58-11-4-21-16-32-48,PHYSICAL_DISSIPATION_A1,3,11,2,0,1,0,29058.6171221,29058.6171221,21.3223478169,29037.2947743,28965.4147742,71.88,0,0,0,116.805,0,0,184.939475204,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,1,2,3,0,184.939475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,571,81-106-156-221-224-224-224-224,LF8_ABSORBING,5,224,4,0,0,1,69632.6111739,69632.6111739,51.4702094457,63874.2793524,63659.7144697,214.564882679,22.4004734629,1,4480.09469258,348.667934353,36.3541188681,1226.76691951,354.69588895,178.255536829,76.5414275598,25.1322046312,74.7667199302,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,178.255536829,76.5414275598,25.1322046312,74.7667199302,0,4,7,8,0,354.69588895,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,572,81-66-67-76-69-79-152-80,STAGE7_TERMINAL_CHECK,6,79,5,1,0,0,78797.1530855,78797.1530855,49.0503238202,78748.1027617,78599.0570526,149.045709116,0,0,0,242.199277314,0,0,166.333752518,71.0324378844,34.7336672541,21.9829194459,38.5847279333,79,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,71.0324378844,34.7336672541,21.9829194459,38.5847279333,0,2,3,7,0,166.333752518,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,573,81-2-20-37-56-32-56-24,PHYSICAL_DISSIPATION_A1,2,2,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,1,2,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,574,81-90-75-94-79-88-96-88,STAGE7_TERMINAL_CHECK,5,79,4,1,0,0,58360.6849222,58360.6849222,37.4617700996,58323.2231521,58211.3600411,111.863110921,0,0,0,181.777555247,0,0,165.405036381,70.3548673538,32.8621752057,22.9113388566,39.2766549653,79,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.3548673538,32.8621752057,22.9113388566,39.2766549653,0,2,3,7,0,165.405036381,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,575,81-90-51-52-21-31-40-48,PHYSICAL_DISSIPATION_A1,3,51,2,0,1,0,28954.6708721,28954.6708721,21.1760978169,28933.4947743,28863.4147742,70.08,0,0,0,113.88,0,0,182.014475204,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,1,7,3,0,182.014475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,576,81-76-86-63-72-80-72-88,STAGE7_TERMINAL_CHECK,4,63,3,1,0,0,50098.5369572,50098.5369572,28.5453757429,49645.5625386,49568.7950621,76.7674764607,0,0,0,124.747149249,20.0813157459,424.429042847,147.385558521,63.824487644,21.5268221928,22.9113763469,39.1228723369,63,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,63.824487644,21.5268221928,22.9113763469,39.1228723369,0,2,1,7,0,147.385558521,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,577,81-42-27-5-38-55-56-48,PHYSICAL_DISSIPATION_A1,2,42,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,6,2,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,578,81-66-11-20-47-56-32-16,PHYSICAL_DISSIPATION_A1,3,11,2,0,1,0,29058.6171221,29058.6171221,21.3223478169,29037.2947743,28965.4147742,71.88,0,0,0,116.805,0,0,184.939475204,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,38.5003277609,0,1,2,3,0,184.939475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,579,81-91-76-143-128-136-120-152,STAGE7_TERMINAL_CHECK,4,143,3,1,0,0,70511.0662393,49983.1972426,29.1915182805,49954.0057243,49869.2857243,84.72,0,0,0,137.67,0,0,160.308409272,61.5445570449,45.5081379386,20.9821334423,32.2735808462,143,3,4,70.8777395635,47.7705448833,22.9113388566,39.2766549653,180.836278269,9.33318251864,2.26240694465,1.92920541433,7.00307411909,20.5278689967,20.5278689967,-3.5527136788e-15,1,PURE_QUANTITY_SHORTFALL,0,0,0,0,20527.8689967,3,4,7,20.5278689967,0,20.5278689967,0,-2.84217094304e-14,True,True,PURE_QUANTITY,difficult4
Base,Arm-A,1000,580,81-74-59-76-85-111-96-88,STAGE7_TERMINAL_CHECK,6,111,5,1,0,0,78693.2824637,78693.2824637,48.5997525863,78644.6827111,78496.8664865,147.816224547,0,0,0,240.201364889,0,0,164.335840093,71.0324378844,36.4951550016,21.9829194459,34.8253277609,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,71.0324378844,36.4951550016,21.9829194459,34.8253277609,0,2,7,7,0,164.335840093,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,581,81-67-84-78-71-72-88-40,STAGE7_TERMINAL_CHECK,5,71,4,1,0,0,58397.7334377,58397.7334377,37.3956194798,58360.3378183,58245.6888688,114.648949447,0,0,0,186.304542852,0,0,169.932023986,70.8777395635,32.8621752057,21.0048007503,45.1873084666,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.8777395635,32.8621752057,21.0048007503,45.1873084666,0,2,2,7,0,169.932023986,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,582,81-74-83-109-167-168-224-224,STAGE7_TERMINAL_CHECK,5,167,4,1,0,0,58304.3112192,58304.3112192,37.2853319327,58267.0258872,58157.334323,109.691564252,0,0,0,178.24879191,0,0,161.876273045,70.5505887055,32.8621752057,19.1262006668,39.3373084666,167,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,70.5505887055,32.8621752057,19.1262006668,39.3373084666,0,3,7,7,0,161.876273045,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,583,81-92-141-151-184-208-224-256,STAGE7_TERMINAL_CHECK,4,151,3,1,0,0,55302.2743804,55302.2743804,33.7354149982,53899.356509,53758.7116264,140.644882679,0,0,0,228.547934353,46.9774310328,1369.18245639,251.186343625,127.708374965,34.5615143145,23.1792603864,65.7371939594,151,3,5,19.6383312997,8.72797805506,8.18263681091,21.6467417313,58.1956878969,0,0,0,0,0,0,0,0,NO_GAP,108.070043665,25.8335362594,14.9966235755,44.0904522281,0,3,5,7,0,192.990655728,0,0,0,True,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,584,81-82-12-29-23-16-40-48,PHYSICAL_DISSIPATION_A1,3,12,2,0,1,0,28954.6708721,28954.6708721,21.1760978169,28933.4947743,28863.4147742,70.08,0,0,0,113.88,0,0,182.014475204,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,67.5324378844,50.3037901125,28.6029194459,35.5753277609,0,1,2,4,0,182.014475204,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,585,81-58-76-71-72-64-136-152,STAGE7_TERMINAL_CHECK,4,71,3,1,0,0,50087.2897426,50087.2897426,29.4840182805,50057.8057244,49971.2857243,86.52,0,0,0,140.595,0,0,163.233409272,61.5445570449,45.5081379386,20.9821334423,35.1985808462,71,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,61.5445570449,45.5081379386,20.9821334423,35.1985808462,0,2,2,7,0,163.233409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,586,81-98-107-108-141-158-167-144,STAGE7_TERMINAL_CHECK,7,167,6,1,0,0,109233.532641,109233.532641,66.227583403,107627.05158,107357.810184,269.241396009,0,0,0,437.517268515,52.4893379921,1540.2534776,316.155677787,165.750814005,55.3010658465,31.2093452469,63.8944526883,167,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,165.750814005,55.3010658465,31.2093452469,63.8944526883,0,3,7,7,0,316.155677787,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,587,81-82-68-110-111-88-104-112,STAGE7_TERMINAL_CHECK,5,111,4,1,0,0,57649.56496,57649.56496,35.2563923372,57614.3085677,57529.5885677,84.72,0,0,0,137.67,0,0,121.297481134,46.7053559616,32.8621752057,17.0176415006,24.7123084666,111,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,46.7053559616,32.8621752057,17.0176415006,24.7123084666,0,2,7,7,0,121.297481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,588,81-18-43-12-21-39-16-32,PHYSICAL_DISSIPATION_A1,2,18,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,3,2,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,589,81-74-67-5-24-16-24-56,PHYSICAL_DISSIPATION_A1,4,5,3,0,1,0,49983.1972426,49983.1972426,29.1915182805,49954.0057243,49869.2857243,84.72,0,0,0,137.67,0,0,160.308409272,61.5445570449,45.5081379386,20.9821334423,32.2735808462,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,61.5445570449,45.5081379386,20.9821334423,32.2735808462,0,1,1,5,0,160.308409272,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,590,81-2-27-6-15-16-40-56,PHYSICAL_DISSIPATION_A1,2,2,1,0,1,0,9797.55821741,9797.55821741,12.0753740567,9785.48284335,9715.40284335,70.08,0,0,0,113.88,0,0,241.507481134,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,90.0053559616,64.9621752057,37.6776415006,48.8623084666,0,1,1,2,0,241.507481134,0,0,0,False,False,NO_GAP,not_stage7_tail
Base,Arm-A,1000,591,81-66-59-132-149-224-224-224,LF8_ABSORBING,6,224,5,0,0,1,86367.6000587,86367.6000587,57.6161718321,84090.2604986,83855.9004986,234.36,6.66555734696,1,1333.11146939,380.835,35.6422189765,886.611918895,311.635032551,135.537989919,73.5602371922,21.9222036511,80.6146017888,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NO_GAP,135.537989919,73.5602371922,21.9222036511,80.6146017888,0,4,7,8,0,311.635032551,0,0,0,False,False,NO_GAP,not_stage7_tail
