cohort,cohort_timing,stage,local_hour,time_resolution,metric,path_count,Stage89H_mean,Stage89N_mean,paired_difference_mean,paired_difference_ci95_low,paired_difference_ci95_high,descriptive_only
EARLY_LF8,S4->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,175,59.49300593071109,59.49300593071109,0.0,0.0,0.0,NO
EARLY_LF8,S4->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,175,57.62589205625988,59.49300593071109,1.8671138744511844,0.5610435043798538,3.173184244522515,NO
EARLY_LF8,S4->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,175,1.867113874451183,0.0,-1.867113874451183,-3.173184244522513,-0.5610435043798532,NO
EARLY_LF8,S4->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,175,0.0,1.1418720868172656,1.1418720868172656,-0.1746505418977562,2.4583947155322874,NO
EARLY_LF8,S4->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,175,295.2069918041326,185.06340163056166,-110.14359017357124,-112.55508423320462,-107.73209611393786,NO
EARLY_LF8,S4->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,175,247.74748113448263,237.6074811344829,-10.139999999999938,-10.139999999999946,-10.139999999999931,NO
EARLY_LF8,S4->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,175,61.998919760912635,30.62098970694805,-31.377930053964505,-33.573656191633916,-29.182203916295098,NO
EARLY_LF8,S4->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,175,45.4960659317257,45.4960659317257,0.0,0.0,0.0,NO
EARLY_LF8,S4->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,175,42.065138010375165,45.39499232692833,3.329854316553158,1.697649085567168,4.962059547539148,NO
EARLY_LF8,S4->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,175,3.430927921350528,0.10107360479736914,-3.329854316553159,-4.962059547539149,-1.6976490855671689,NO
EARLY_LF8,S4->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,175,2.6794676162310656,10.096644522018135,7.41717690578707,3.7158357244320745,11.118518087142064,NO
EARLY_LF8,S4->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,175,315.1407735546697,170.28939901058095,-144.85137454408908,-148.25814508248138,-141.4446040056968,NO
EARLY_LF8,S4->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,175,295.2069918041326,185.06340163056166,-110.14359017357124,-112.55508423320462,-107.73209611393786,NO
EARLY_LF8,S4->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,175,97.15722473815329,65.86097838067347,-31.29624635747984,-35.31291395407441,-27.279578760885272,NO
EARLY_LF8,S4->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,175,39.01092813756348,39.01092813756348,0.0,0.0,0.0,NO
EARLY_LF8,S4->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,175,36.69462889607085,37.612637874911236,0.9180089788403764,0.08914613205082855,1.746871825629924,NO
EARLY_LF8,S4->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,175,2.316299241492615,1.3982902626522387,-0.9180089788403765,-1.746871825629924,-0.089146132050829,NO
EARLY_LF8,S4->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,175,6.592267984897507,9.863545417649041,3.2712774327515306,-0.10622679907893273,6.648781664581994,NO
EARLY_LF8,S4->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,175,375.6033693967525,198.53773951634352,-177.06562988040903,-182.33056857307704,-171.80069118774102,NO
EARLY_LF8,S4->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,175,315.1407735546697,170.28939901058095,-144.85137454408908,-148.25814508248138,-141.4446040056968,NO
EARLY_LF8,S5->LF8,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,69,120.1199999999999,109.9799999999998,-10.13999999999999,-10.139999999999992,-10.139999999999988,NO
EARLY_LF8,S5->LF8,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,69,39.01092813756346,39.01092813756346,0.0,0.0,0.0,NO
EARLY_LF8,S5->LF8,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,69,39.01092813756346,39.01092813756346,0.0,0.0,0.0,NO
EARLY_LF8,S5->LF8,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,69,0.0,0.0,0.0,0.0,0.0,NO
EARLY_LF8,S5->LF8,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,69,0.0,0.0,0.0,0.0,0.0,NO
EARLY_LF8,S5->LF8,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,69,247.74748113448325,237.60748113448278,-10.139999999999986,-10.139999999999986,-10.139999999999986,NO
EARLY_LF8,S5->LF8,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,69,166.63840927204598,166.63840927204598,0.0,0.0,0.0,NO
EARLY_LF8,S5->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,69,107.84202589255675,6.494347826086962,-101.34767806646983,-106.759695859336,-95.93566027360365,NO
EARLY_LF8,S5->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,69,59.49300593071111,59.49300593071111,0.0,0.0,0.0,NO
EARLY_LF8,S5->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,69,58.81344002845617,59.49300593071111,0.6795659022549432,-0.0921824656201522,1.4513142701300386,NO
EARLY_LF8,S5->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,69,0.6795659022549406,0.0,-0.6795659022549406,-1.4513142701300332,0.09218246562015198,NO
EARLY_LF8,S5->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,69,0.0,3.2349668442472814,3.2349668442472814,-0.43681441169858415,6.9067481001931466,NO
EARLY_LF8,S5->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,69,296.7760669985836,184.60882302985894,-112.16724396872472,-116.83838577488237,-107.49610216256707,NO
EARLY_LF8,S5->LF8,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,69,247.74748113448325,237.60748113448278,-10.139999999999986,-10.139999999999986,-10.139999999999986,NO
EARLY_LF8,S5->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,69,56.024482802879554,31.867876446697505,-24.15660635618205,-26.677094200210252,-21.636118512153846,NO
EARLY_LF8,S5->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,69,45.49606593172563,45.49606593172563,0.0,0.0,0.0,NO
EARLY_LF8,S5->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,69,44.39742842090484,45.49606593172563,1.0986375108207975,0.06177746603753498,2.13549755560406,NO
EARLY_LF8,S5->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,69,1.0986375108207995,0.0,-1.0986375108207995,-2.135497555604063,-0.06177746603753609,NO
EARLY_LF8,S5->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,69,2.2908592575240667,2.4741921304833676,0.18333287295930117,-2.3390391665587162,2.705704912477319,NO
EARLY_LF8,S5->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,69,308.4031213805584,170.98063354483037,-137.42248783572805,-143.4796252259271,-131.365350445529,NO
EARLY_LF8,S5->LF8,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,69,296.7760669985836,184.60882302985894,-112.16724396872472,-116.83838577488237,-107.49610216256707,NO
EARLY_LF8,S5->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,69,114.30599568485822,88.06323849968287,-26.242757185175385,-29.703963709750337,-22.781550660600434,NO
EARLY_LF8,S5->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,69,39.01092813756346,39.01092813756346,0.0,0.0,0.0,NO
EARLY_LF8,S5->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,69,37.62869376766699,38.9013444798877,1.27265071222069,-0.04821901887227531,2.5935204433136554,NO
EARLY_LF8,S5->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,69,1.3822343698964583,0.10958365767576841,-1.2726507122206896,-2.593520443313654,0.048219018872274644,NO
EARLY_LF8,S5->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,69,9.096319438617687,10.56186612882694,1.4655466902092527,-0.5758011497315256,3.506894530150031,NO
EARLY_LF8,S5->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,69,385.08042329774963,220.14252756462605,-164.9378957331237,-171.65265714374036,-158.22313432250704,NO
EARLY_LF8,S5->LF8,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,69,308.4031213805584,170.98063354483037,-137.42248783572805,-143.4796252259271,-131.365350445529,NO
EARLY_LF8,S5->LF8,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,69,39.68807505441728,26.18062727687943,-13.507447777537854,-17.931041065603612,-9.083854489472095,NO
EARLY_LF8,S5->LF8,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,69,59.49300593071111,59.49300593071111,0.0,0.0,0.0,NO
EARLY_LF8,S5->LF8,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,69,57.273262818660854,58.017457745074736,0.7441949264138695,-1.275147259160478,2.763537111988217,NO
EARLY_LF8,S5->LF8,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,69,2.2197431120502404,1.475548185636374,-0.7441949264138665,-2.763537111988212,1.2751472591604787,NO
EARLY_LF8,S5->LF8,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,69,15.688930186205594,16.689430128076026,1.0004999418704343,-5.606993058640274,7.607992942381143,NO
EARLY_LF8,S5->LF8,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,69,367.4952355335062,188.30569709643086,-179.18953843707538,-188.5578709023713,-169.82120597177948,NO
EARLY_LF8,S5->LF8,5,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,69,385.08042329774963,220.14252756462605,-164.9378957331237,-171.65265714374036,-158.22313432250704,NO
EARLY_STAGE7,S2->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,80,120.12000000000003,109.97999999999976,-10.13999999999999,-10.139999999999992,-10.139999999999988,NO
EARLY_STAGE7,S2->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,80,39.01092813756347,39.01092813756347,0.0,0.0,0.0,NO
EARLY_STAGE7,S2->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,80,39.01092813756347,39.01092813756347,0.0,0.0,0.0,NO
EARLY_STAGE7,S2->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,80,0.0,0.0,0.0,0.0,0.0,NO
EARLY_STAGE7,S2->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,80,0.0,0.0,0.0,0.0,0.0,NO
EARLY_STAGE7,S2->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,80,247.7474811344833,237.60748113448298,-10.139999999999986,-10.139999999999986,-10.139999999999986,NO
EARLY_STAGE7,S2->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,80,166.6384092720459,166.6384092720459,0.0,0.0,0.0,NO
EARLY_STAGE7,S2->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,80,79.2796875,2.81775,-76.4619375,-81.78180772479446,-71.14206727520555,NO
EARLY_STAGE7,S2->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,80,59.49300593071106,59.49300593071106,0.0,0.0,0.0,NO
EARLY_STAGE7,S2->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,80,58.74934335657717,59.49300593071106,0.743662574133888,-0.7365607527121378,2.223885900979914,NO
EARLY_STAGE7,S2->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,80,0.7436625741338875,0.0,-0.7436625741338875,-2.223885900979912,0.7365607527121371,NO
EARLY_STAGE7,S2->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,80,9.551033715500758,0.8602366772175525,-8.690797038283204,-11.5815971479046,-5.799996928661809,NO
EARLY_STAGE7,S2->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,80,268.2778252779058,180.93222520377208,-87.3456000741339,-92.32443257775188,-82.36676757051592,NO
EARLY_STAGE7,S2->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,80,247.7474811344833,237.60748113448298,-10.139999999999986,-10.139999999999986,-10.139999999999986,NO
EARLY_STAGE7,S3->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,1149,120.1199999999981,109.97999999999878,-10.139999999999928,-10.139999999999931,-10.139999999999924,NO
EARLY_STAGE7,S3->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,1149,39.01092813756275,39.01092813756275,0.0,0.0,0.0,NO
EARLY_STAGE7,S3->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,1149,39.01092813756275,39.01092813756275,0.0,0.0,0.0,NO
EARLY_STAGE7,S3->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,1149,0.0,0.0,0.0,0.0,0.0,NO
EARLY_STAGE7,S3->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,1149,0.0,0.0,0.0,0.0,0.0,NO
EARLY_STAGE7,S3->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,1149,247.747481134486,237.60748113447897,-10.139999999999906,-10.139999999999912,-10.139999999999901,NO
EARLY_STAGE7,S3->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,1149,166.6384092720424,166.6384092720424,0.0,0.0,0.0,NO
EARLY_STAGE7,S3->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,1149,97.45900696899679,9.2518464125771,-88.2071605564198,-89.87431576076557,-86.54000535207402,NO
EARLY_STAGE7,S3->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,1149,59.49300593070968,59.49300593070968,0.0,0.0,0.0,NO
EARLY_STAGE7,S3->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,1149,56.181787355009284,59.49300593070968,3.31121857570057,2.5730010710303475,4.049436080370793,NO
EARLY_STAGE7,S3->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,1149,3.3112185757005688,0.0,-3.3112185757005688,-4.04943608037079,-2.5730010710303475,NO
EARLY_STAGE7,S3->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,1149,4.844724360805758,2.6255338259218424,-2.2191905348839165,-3.004262150029748,-1.434118919738085,NO
EARLY_STAGE7,S3->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,1149,289.02470074847065,187.36632161634697,-101.65837913212007,-102.90535555934467,-100.41140270489548,NO
EARLY_STAGE7,S3->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,1149,247.747481134486,237.60748113447897,-10.139999999999906,-10.139999999999912,-10.139999999999901,NO
EARLY_STAGE7,S3->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,1149,48.1364951201962,23.068841793125735,-25.06765332707059,-26.151666707713694,-23.983639946427488,NO
EARLY_STAGE7,S3->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,1149,45.49606593172439,45.49606593172439,0.0,0.0,0.0,NO
EARLY_STAGE7,S3->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,1149,42.22555919614778,44.64176230035765,2.41620310421006,1.8795685213646225,2.9528376870554975,NO
EARLY_STAGE7,S3->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,1149,3.27050673557689,0.8543036313668293,-2.4162031042100596,-2.952837687055497,-1.879568521364622,NO
EARLY_STAGE7,S3->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,1149,19.94223590502748,18.134786874920042,-1.8074490301075166,-3.293145036028215,-0.3217530241868183,NO
EARLY_STAGE7,S3->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,1149,294.9356366725169,165.79340110911602,-129.14223556340076,-130.95783845802467,-127.32663266877687,NO
EARLY_STAGE7,S3->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,1149,289.02470074847065,187.36632161634697,-101.65837913212007,-102.90535555934467,-100.41140270489548,NO
EARLY_STAGE7,S4->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,2613,120.11999999999657,109.98000000000253,-10.139999999999642,-10.139999999999656,-10.139999999999628,NO
EARLY_STAGE7,S4->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,2613,39.01092813756266,39.01092813756266,0.0,0.0,0.0,NO
EARLY_STAGE7,S4->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,2613,39.01092813756266,39.01092813756266,0.0,0.0,0.0,NO
EARLY_STAGE7,S4->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,2613,0.0,0.0,0.0,0.0,0.0,NO
EARLY_STAGE7,S4->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,2613,0.0,0.0,0.0,0.0,0.0,NO
EARLY_STAGE7,S4->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,2613,247.74748113448675,237.60748113447585,-10.139999999999633,-10.139999999999647,-10.139999999999619,NO
EARLY_STAGE7,S4->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,2613,166.63840927205263,166.63840927205263,0.0,0.0,0.0,NO
EARLY_STAGE7,S4->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,2613,102.74525568037264,11.19700276609768,-91.54825291427512,-92.69866399639335,-90.3978418321569,NO
EARLY_STAGE7,S4->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,2613,59.493005930708755,59.493005930708755,0.0,0.0,0.0,NO
EARLY_STAGE7,S4->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,2613,56.46463949305109,59.493005930708755,3.0283664376579007,2.588744139795236,3.4679887355205654,NO
EARLY_STAGE7,S4->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,2613,3.0283664376579,0.0,-3.0283664376579,-3.4679887355205645,-2.588744139795235,NO
EARLY_STAGE7,S4->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,2613,1.9750073424672019,4.130137750479397,2.1551304080121927,1.5214942688495174,2.788766547174868,NO
EARLY_STAGE7,S4->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,2613,294.0280973217968,189.31147796987727,-104.71661935193453,-105.5864825969672,-103.84675610690185,NO
EARLY_STAGE7,S4->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,2613,247.74748113448675,237.60748113447585,-10.139999999999633,-10.139999999999647,-10.139999999999619,NO
EARLY_STAGE7,S4->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,2613,59.95626979466511,30.10265975609069,-29.853610038574654,-30.522205111707997,-29.18501496544131,NO
EARLY_STAGE7,S4->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,2613,45.49606593172638,45.49606593172638,0.0,0.0,0.0,NO
EARLY_STAGE7,S4->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,2613,41.62525856420812,45.06869728058478,3.4434387163763787,3.0211206671444124,3.865756765608345,NO
EARLY_STAGE7,S4->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,2613,3.87080736751792,0.4273686511415391,-3.4434387163763795,-3.865756765608346,-3.0211206671444133,NO
EARLY_STAGE7,S4->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,2613,9.610953705087947,14.3015241978159,4.690570492727947,3.8151607644834478,5.565980220972445,NO
EARLY_STAGE7,S4->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,2613,312.3591085522622,174.34544044537466,-138.01366810688484,-139.21130844574066,-136.81602776802902,NO
EARLY_STAGE7,S4->STAGE7,3,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,2613,294.0280973217968,189.31147796987727,-104.71661935193453,-105.5864825969672,-103.84675610690185,NO
EARLY_STAGE7,S4->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,2613,85.33389390501516,53.45371000070112,-31.88018390431363,-32.88295758630502,-30.87741022232224,NO
EARLY_STAGE7,S4->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,2613,39.01092813756266,39.01092813756266,0.0,0.0,0.0,NO
EARLY_STAGE7,S4->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,2613,35.981057472328715,37.38881093134985,1.4077534590211784,1.123470909923789,1.692036008118568,NO
EARLY_STAGE7,S4->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,2613,3.0298706652340397,1.6221172062128593,-1.4077534590211775,-1.6920360081185668,-1.1234709099237883,NO
EARLY_STAGE7,S4->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,2613,18.573708621966652,12.132354150797049,-6.441354471169631,-7.413884787187424,-5.468824155151838,NO
EARLY_STAGE7,S4->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,2613,361.71194498494583,190.41033951472713,-171.30160547021953,-172.90538468356732,-169.69782625687174,NO
EARLY_STAGE7,S4->STAGE7,4,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,2613,312.3591085522622,174.34544044537466,-138.01366810688484,-139.21130844574066,-136.81602776802902,NO
EARLY_STAGE7,S5->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,1841,120.11999999999706,109.98000000000285,-10.139999999999736,-10.139999999999748,-10.139999999999723,NO
EARLY_STAGE7,S5->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,1841,39.010928137562686,39.010928137562686,0.0,0.0,0.0,NO
EARLY_STAGE7,S5->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_served_kg,1841,39.010928137562686,39.010928137562686,0.0,0.0,0.0,NO
EARLY_STAGE7,S5->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_shortage_kg,1841,0.0,0.0,0.0,0.0,0.0,NO
EARLY_STAGE7,S5->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,htt_kg,1841,0.0,0.0,0.0,0.0,0.0,NO
EARLY_STAGE7,S5->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ending_inventory_kg,1841,247.7474811344865,237.60748113447684,-10.139999999999723,-10.139999999999736,-10.139999999999711,NO
EARLY_STAGE7,S5->STAGE7,1,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,beginning_inventory_kg,1841,166.63840927204572,166.63840927204572,0.0,0.0,0.0,NO
EARLY_STAGE7,S5->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,production_kg,1841,106.33332746905664,12.528112447142188,-93.80521502191426,-95.21916407246779,-92.39126597136074,NO
EARLY_STAGE7,S5->STAGE7,2,NOT_AVAILABLE_PAIRED,STAGE_AGGREGATE_ONLY,ordinary_demand_kg_site,1841,59.49300593070906,59.49300593070906,0.0,0.0,0.0,NO
