path_id,LAST_PHYSICALLY_RECOVERABLE_HOUR,FIRST_PHYSICALLY_UNRECOVERABLE_HOUR,not_proven_unrecoverable_at_16h,not_proven_unrecoverable_at_8h,first_proven_unrecoverable_only_by_4h
8254,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8283,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8309,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8332,NOT_IDENTIFIABLE,-16,False,False,False
8334,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8357,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8384,NOT_IDENTIFIABLE,-4,True,True,True
8395,NOT_IDENTIFIABLE,-16,False,False,False
8399,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8440,NOT_IDENTIFIABLE,-8,True,False,False
8456,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8468,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8483,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8534,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8558,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8578,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8598,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8611,NOT_IDENTIFIABLE,-8,True,False,False
8612,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8625,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8644,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8656,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8707,NOT_IDENTIFIABLE,-16,False,False,False
8716,NOT_IDENTIFIABLE,-16,False,False,False
8723,NOT_IDENTIFIABLE,-8,True,False,False
8747,NOT_IDENTIFIABLE,-16,False,False,False
8749,NOT_IDENTIFIABLE,-8,True,False,False
8752,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8753,NOT_IDENTIFIABLE,-8,True,False,False
8756,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8764,NOT_IDENTIFIABLE,-8,True,False,False
8767,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8796,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8803,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8842,NOT_IDENTIFIABLE,-8,True,False,False
8869,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8873,NOT_IDENTIFIABLE,-8,True,False,False
8883,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
8898,NOT_IDENTIFIABLE,-16,False,False,False
8916,NOT_IDENTIFIABLE,-16,False,False,False
9016,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9055,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9063,NOT_IDENTIFIABLE,-16,False,False,False
9142,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9144,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9194,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9227,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9261,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9272,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9276,NOT_IDENTIFIABLE,-8,True,False,False
9334,NOT_IDENTIFIABLE,-4,True,True,True
9341,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9397,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9408,NOT_IDENTIFIABLE,-16,False,False,False
9428,NOT_IDENTIFIABLE,-16,False,False,False
9441,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9495,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9527,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9541,NOT_IDENTIFIABLE,-8,True,False,False
9638,NOT_IDENTIFIABLE,-8,True,False,False
9645,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9655,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9657,NOT_IDENTIFIABLE,-8,True,False,False
9692,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9697,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9744,NOT_IDENTIFIABLE,-8,True,False,False
9751,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9754,NOT_IDENTIFIABLE,-4,True,True,True
9759,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9825,NOT_IDENTIFIABLE,-16,False,False,False
9839,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9842,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9870,NOT_IDENTIFIABLE,-8,True,False,False
9891,NOT_IDENTIFIABLE,-16,False,False,False
9893,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
9955,NOT_IDENTIFIABLE,-8,True,False,False
9956,NOT_IDENTIFIABLE,NOT_IDENTIFIABLE,True,True,False
