tau,branch,from_bus,to_bus,p_kw,q_kvar,true_s_mva,true_utilization,true_circle_pass,hour_octagon_violation,hour_true_circle_violation_mva
11,20,20,21,151.80084,67.46704,0.166118320817022,0.0276863868028371,1,0,0
11,21,21,22,75.90042,33.73352,0.0830591604085112,0.0138431934014185,1,0,0
11,22,3,23,765.30674,379.5021,0.85423430637843,0.142372384396405,1,0,0
11,23,23,24,689.40632,337.3352,0.767512938793205,0.127918823132201,1,0,0
11,24,24,25,354.20196,168.6676,0.392310830538237,0.0653851384230396,1,0,0
11,25,6,26,756.87336,801.1711,1.10214899834501,0.183691499724168,1,0,0
11,26,26,27,706.27308,780.08765,1.05231098312961,0.175385163854935,1,0,0
11,27,27,28,655.6728,759.0042,1.00299262025076,0.16716543670846,1,0,0
11,28,28,29,605.07252,742.13744,0.957538894410511,0.159589815735085,1,0,0
11,29,29,30,503.87196,683.10378,0.848833155764153,0.141472192627359,1,0,0
11,30,30,31,335.20436,177.10098,0.379113070310125,0.0631855117183542,1,0,0
11,31,31,32,227.70126,118.06732,0.256491239338832,0.0427485398898053,1,0,0
11,32,32,33,50.60028,33.73352,0.060813968030945,0.0101356613384908,1,0,0
12,1,1,2,3105.46369,2009.0178,3.69865614117145,0.616442690195241,1,0,0
12,2,2,3,2703.66013,1816.85088,3.25741081515801,0.542901802526336,1,0,0
12,3,3,4,1847.58861,1388.84274,2.31137790684527,0.385229651140879,1,0,0
12,4,4,5,1742.77029,1318.96386,2.18561523322217,0.364269205537028,1,0,0
12,5,5,6,1690.36113,1292.75928,2.12803837038738,0.354673061731231,1,0,0
12,6,6,7,869.22905,445.47786,0.976734183447105,0.162789030574517,1,0,0
12,7,7,8,694.53185,358.12926,0.781428856347505,0.130238142724584,1,0,0
12,8,8,9,519.83465,270.78066,0.586131580083054,0.0976885966805091,1,0,0
12,9,9,10,467.42549,253.31094,0.531651221220664,0.0886085368701107,1,0,0
12,10,10,11,415.01633,235.84122,0.477346451979856,0.0795577419966427,1,0,0
12,11,11,12,375.70946,209.63664,0.430238444544396,0.071706407424066,1,0,0
12,12,12,13,323.3003,179.06463,0.369577090330457,0.0615961817217429,1,0,0
12,13,13,14,270.89114,148.49262,0.308920811738161,0.0514868019563601,1,0,0
12,14,14,15,200.95702,78.61374,0.215786570490538,0.0359644284150897,1,0,0
12,15,15,16,148.54786,69.87888,0.164163103591014,0.027360517265169,1,0,0
12,16,16,17,96.1387,52.40916,0.109495980244005,0.0182493300406676,1,0,0
12,17,17,18,43.72954,34.93944,0.0559735396069,0.00932892326781666,1,0,0
12,18,2,19,314.45496,139.75776,0.344113576234387,0.0573522627057311,1,0,0
12,19,19,20,235.84122,104.81832,0.25808518217579,0.0430141970292984,1,0,0
12,20,20,21,157.22748,69.87888,0.172056788117193,0.0286761313528656,1,0,0
12,21,21,22,78.61374,34.93944,0.0860283940585967,0.0143380656764328,1,0,0
12,22,3,23,777.45778,393.0687,0.871173692556323,0.145195615426054,1,0,0
12,23,23,24,698.84404,349.3944,0.781319037906335,0.130219839651056,1,0,0
12,24,24,25,366.86412,174.6972,0.406335322401603,0.0677225537336004,1,0,0
12,25,6,26,768.72292,829.8117,1.13115975228533,0.188526625380889,1,0,0
12,26,26,27,716.31376,807.97455,1.07978158727265,0.179963597878775,1,0,0
12,27,27,28,663.9046,786.1374,1.02897100521828,0.17149516753638,1,0,0
12,28,28,29,611.49544,768.66768,0.982230459422521,0.16370507657042,1,0,0
12,29,29,30,506.67712,707.52366,0.870236423847732,0.145039403974622,1,0,0
12,30,30,31,331.97992,183.43206,0.379286155717619,0.0632143592862699,1,0,0
12,31,31,32,235.84122,122.28804,0.265660395577004,0.0442767325961673,1,0,0
12,32,32,33,52.40916,34.93944,0.0629879712279988,0.0104979952046665,1,0,0
13,1,1,2,3125.218,2043.688,3.73411946633581,0.622353244389301,1,0,0
13,2,2,3,2716.4804,1848.2048,3.2855938194377,0.547598969906283,1,0,0
13,3,3,4,1854.0948,1412.8104,2.33102997701342,0.388504996168904,1,0,0
13,4,4,5,1747.4676,1341.7256,2.20315015347232,0.367191692245387,1,0,0
13,5,5,6,1694.154,1315.0688,2.14465934927891,0.357443224879818,1,0,0
13,6,6,7,867.3108,453.1656,0.978563786791643,0.163093964465274,1,0,0
13,7,7,8,689.5988,364.3096,0.779915373366624,0.129985895561104,1,0,0
13,8,8,9,511.8868,275.4536,0.581294057914925,0.0968823429858208,1,0,0
13,9,9,10,458.5732,257.6824,0.52601292667386,0.0876688211123101,1,0,0
13,10,10,11,405.2596,239.9112,0.470948752283728,0.0784914587139546,1,0,0
13,11,11,12,365.2744,213.2544,0.422969060824453,0.0704948434707422,1,0,0
13,12,12,13,311.9608,182.1548,0.361247715424859,0.0602079525708099,1,0,0
13,13,13,14,258.6472,151.0552,0.29952637198564,0.0499210619976067,1,0,0
13,14,14,15,195.9656,79.9704,0.211654863538545,0.0352758105897575,1,0,0
13,15,15,16,142.652,71.0848,0.159382062651479,0.0265636771085798,1,0,0
13,16,16,17,89.3384,53.3136,0.104036962948368,0.0173394938247279,1,0,0
13,17,17,18,36.0248,35.5424,0.0506068020408324,0.0084344670068054,1,0,0
13,18,2,19,319.8816,142.1696,0.350052043534558,0.0583420072557596,1,0,0
13,19,19,20,239.9112,106.6272,0.262539032650918,0.0437565054418197,1,0,0
13,20,20,21,159.9408,71.0848,0.175026021767279,0.0291710036278798,1,0,0
13,21,21,22,79.9704,35.5424,0.0875130108836395,0.0145855018139399,1,0,0
13,22,3,23,782.4152,399.852,0.878666698523985,0.146444449753998,1,0,0
13,23,23,24,702.4448,355.424,0.787245144045386,0.131207524007564,1,0,0
13,24,24,25,373.1952,177.712,0.413347568333285,0.0688912613888809,1,0,0
13,25,6,26,773.5296,844.132,1.14494841608701,0.190824736014502,1,0,0
13,26,26,27,720.216,821.918,1.09282216548714,0.18213702758119,1,0,0
13,27,27,28,666.9024,799.704,1.04129020870349,0.173548368117248,1,0,0
13,28,28,29,613.5888,781.9328,0.993936677661751,0.165656112943625,1,0,0
13,29,29,30,506.9616,719.7336,0.880355904645116,0.146725984107519,1,0,0
13,30,30,31,329.2496,186.5976,0.378449419904325,0.0630749033173875,1,0,0
13,31,31,32,239.9112,124.3984,0.270244973696089,0.0450408289493482,1,0,0
13,32,32,33,53.3136,35.5424,0.0640749728265256,0.0106791621377543,1,0,0
14,1,1,2,3133.996105,2106.2181,3.77598811848273,0.629331353080456,1,0,0
14,2,2,3,2712.752485,1904.75376,3.31468142226486,0.552446903710811,1,0,0
14,3,3,4,1845.691545,1456.03773,2.35087710237435,0.391812850395726,1,0,0
14,4,4,5,1735.801905,1382.77797,2.21925283997091,0.369875473328485,1,0,0
14,5,5,6,1680.857085,1355.30556,2.15919746692182,0.35986624448697,1,0,0
14,6,6,7,850.426025,467.03097,0.970227989153292,0.161704664858882,1,0,0
14,7,7,8,667.276625,375.45627,0.765653645556333,0.127608940926056,1,0,0
14,8,8,9,484.127225,283.88157,0.561220024386038,0.0935366707310064,1,0,0
14,9,9,10,429.182405,265.56663,0.504701071656422,0.0841168452760703,1,0,0
14,10,10,11,374.237585,247.25169,0.448538926108413,0.0747564876847355,1,0,0
14,11,11,12,333.02897,219.77928,0.399012815303693,0.0665021358839489,1,0,0
14,12,12,13,278.08415,187.728135,0.335518475127378,0.0559197458545629,1,0,0
14,13,13,14,223.13933,155.67699,0.272078087703345,0.0453463479505575,1,0,0
14,14,14,15,180.25069,82.41723,0.19819917014546,0.0330331950242433,1,0,0
14,15,15,16,125.30587,73.25976,0.145150106757503,0.0241916844595838,1,0,0
14,16,16,17,70.36105,54.94482,0.089272675561646,0.0148787792602743,1,0,0
14,17,17,18,15.41623,36.62988,0.0397417696665272,0.00662362827775453,1,0,0
14,18,2,19,329.66892,146.51952,0.360762479416855,0.0601270799028092,1,0,0
14,19,19,20,247.25169,109.88964,0.270571859562641,0.0450953099271069,1,0,0
14,20,20,21,164.83446,73.25976,0.180381239708428,0.0300635399514046,1,0,0
14,21,21,22,82.41723,36.62988,0.0901906198542138,0.0150317699757023,1,0,0
14,22,3,23,784.64371,412.08615,0.886273516847021,0.147712252807837,1,0,0
14,23,23,24,702.22648,366.2988,0.792020732111622,0.132003455351937,1,0,0
14,24,24,25,384.61374,183.1494,0.425994638131923,0.0709991063553204,1,0,0
14,25,6,26,775.48624,869.95965,1.16542211282327,0.194237018803879,1,0,0
14,26,26,27,720.54142,847.065975,1.11207045817175,0.185345076361958,1,0,0
14,27,27,28,665.5966,824.1723,1.05937661575988,0.176562769293313,1,0,0
14,28,28,29,610.65178,805.85736,1.01108935365938,0.168514892276563,1,0,0
14,29,29,30,500.76214,741.75507,0.894965532703961,0.149160922117327,1,0,0
14,30,30,31,317.61274,192.30687,0.371294741222529,0.0618824568704214,1,0,0
14,31,31,32,247.25169,128.20458,0.27851357694165,0.046418929490275,1,0,0
14,32,32,33,54.94482,36.62988,0.0660354552770464,0.0110059092128411,1,0,0
15,1,1,2,2992.5332,2043.688,3.62379850356587,0.603966417260978,1,0,0
15,2,2,3,2583.7956,1848.2048,3.17676890650271,0.529461484417118,1,0,0
15,3,3,4,1754.5812,1412.8104,2.25268471245791,0.375447452076319,1,0,0
15,4,4,5,1647.954,1341.7256,2.12508352113778,0.354180586856297,1,0,0
15,5,5,6,1594.6404,1315.0688,2.06695039951267,0.344491733252112,1,0,0
15,6,6,7,800.9684,453.1656,0.920276827276402,0.153379471212734,1,0,0
15,7,7,8,623.2564,364.3096,0.72192106548647,0.120320177581078,1,0,0
15,8,8,9,445.5444,275.4536,0.523817237330274,0.0873028728883789,1,0,0
15,9,9,10,392.2308,257.6824,0.469302908299533,0.0782171513832555,1,0,0
15,10,10,11,338.9172,239.9112,0.415237585415001,0.0692062642358335,1,0,0
15,11,11,12,298.932,213.2544,0.367202641253246,0.0612004402088743,1,0,0
15,12,12,13,245.6184,182.1548,0.305792036491469,0.0509653394152449,1,0,0
15,13,13,14,192.3048,151.0552,0.244537951144766,0.0407563251907943,1,0,0
15,14,14,15,162.7944,79.9704,0.181376077660534,0.0302293462767556,1,0,0
15,15,15,16,109.4808,71.0848,0.130533882037117,0.0217556470061862,1,0,0
15,16,16,17,56.1672,53.3136,0.0774409084450848,0.0129068180741808,1,0,0
15,17,17,18,2.8536,35.5424,0.0356567697740555,0.00594279496234259,1,0,0
15,18,2,19,319.8816,142.1696,0.350052043534558,0.0583420072557596,1,0,0
15,19,19,20,239.9112,106.6272,0.262539032650918,0.0437565054418197,1,0,0
15,20,20,21,159.9408,71.0848,0.175026021767279,0.0291710036278798,1,0,0
15,21,21,22,79.9704,35.5424,0.0875130108836395,0.0145855018139399,1,0,0
15,22,3,23,749.244,399.852,0.849263323969663,0.141543887328277,1,0,0
15,23,23,24,669.2736,355.424,0.757795072188359,0.12629917869806,1,0,0
15,24,24,25,373.1952,177.712,0.413347568333285,0.0688912613888809,1,0,0
15,25,6,26,740.3584,844.132,1.1228042544783,0.187134042413049,1,0,0
15,26,26,27,687.0448,821.918,1.0712514905152,0.178541915085867,1,0,0
15,27,27,28,633.7312,799.704,1.02036352417628,0.170060587362713,1,0,0
15,28,28,29,580.4176,781.9328,0.973808756433007,0.162301459405501,1,0,0
15,29,29,30,473.7904,719.7336,0.861680798266458,0.143613466377743,1,0,0
15,30,30,31,296.0784,186.5976,0.349972975059961,0.0583288291766601,1,0,0
15,31,31,32,239.9112,124.3984,0.270244973696089,0.0450408289493482,1,0,0
15,32,32,33,53.3136,35.5424,0.0640749728265256,0.0106791621377543,1,0,0
16,1,1,2,3035.0684,2043.688,3.65900271030544,0.609833785050907,1,0,0
16,2,2,3,2626.3308,1848.2048,3.21145986332878,0.535243310554796,1,0,0
16,3,3,4,1786.4826,1412.8104,2.27762009704229,0.379603349507048,1,0,0
16,4,4,5,1679.8554,1341.7256,2.1499166845728,0.358319447428801,1,0,0
16,5,5,6,1626.5418,1315.0688,2.09166062636382,0.34861010439397,1,0,0
16,6,6,7,822.236,453.1656,0.938845621345363,0.156474270224227,1,0,0
16,7,7,8,644.524,364.3096,0.740359825509299,0.12339330425155,1,0,0
16,8,8,9,466.812,275.4536,0.542022258857475,0.0903370431429126,1,0,0
16,9,9,10,413.4984,257.6824,0.487217760423735,0.0812029600706225,1,0,0
16,10,10,11,360.1848,239.9112,0.432770694521337,0.0721284490868894,1,0,0
16,11,11,12,320.1996,213.2544,0.384714469391938,0.0641190782319896,1,0,0
16,12,12,13,266.886,182.1548,0.323123054205422,0.0538538423675703,1,0,0
16,13,13,14,213.5724,151.0552,0.261592896480008,0.0435988160800013,1,0,0
16,14,14,15,173.4282,79.9704,0.19097802342521,0.0318296705708683,1,0,0
16,15,15,16,120.1146,71.0848,0.13957279793785,0.0232621329896417,1,0,0
16,16,16,17,66.801,53.3136,0.085467616943261,0.0142446028238768,1,0,0
16,17,17,18,13.4874,35.5424,0.0380154199834751,0.00633590333057919,1,0,0
16,18,2,19,319.8816,142.1696,0.350052043534558,0.0583420072557596,1,0,0
16,19,19,20,239.9112,106.6272,0.262539032650918,0.0437565054418197,1,0,0
16,20,20,21,159.9408,71.0848,0.175026021767279,0.0291710036278798,1,0,0
16,21,21,22,79.9704,35.5424,0.0875130108836395,0.0145855018139399,1,0,0
16,22,3,23,759.8778,399.852,0.858659357857841,0.143109892976307,1,0,0
16,23,23,24,679.9074,355.424,0.767202901682964,0.127867150280494,1,0,0
16,24,24,25,373.1952,177.712,0.413347568333285,0.0688912613888809,1,0,0
16,25,6,26,750.9922,844.132,1.12984428922079,0.188307381536799,1,0,0
16,26,26,27,697.6786,821.918,1.07810232706453,0.179683721177422,1,0,0
16,27,27,28,644.365,799.704,1.02700182124522,0.171166970207537,1,0,0
16,28,28,29,591.0514,781.9328,0.980183993522543,0.163363998920424,1,0,0
16,29,29,30,484.4242,719.7336,0.867573201819074,0.144595533636512,1,0,0
16,30,30,31,306.7122,186.5976,0.359013980165954,0.0598356633609923,1,0,0
16,31,31,32,239.9112,124.3984,0.270244973696089,0.0450408289493482,1,0,0
16,32,32,33,53.3136,35.5424,0.0640749728265256,0.0106791621377543,1,0,0
17,1,1,2,3048.55112,2022.6384,3.65851472983338,0.60975245497223,1,0,0
17,2,2,3,2644.02344,1829.16864,3.21507664991503,0.535846108319172,1,0,0
17,3,3,4,1801.63968,1398.25872,2.28057733580919,0.380096222634865,1,0,0
17,4,4,5,1696.11072,1327.90608,2.15409520026388,0.359015866710647,1,0,0
17,5,5,6,1643.34624,1301.52384,2.09631848024352,0.349386413373919,1,0,0
17,6,6,7,836.1388,448.49808,0.948830132652376,0.158138355442063,1,0,0
17,7,7,8,660.2572,360.55728,0.75229058369279,0.125381763948798,1,0,0
17,8,8,9,484.3756,272.61648,0.555823233630037,0.0926372056050061,1,0,0
17,9,9,10,431.61112,255.02832,0.501325845044594,0.0835543075074324,1,0,0
17,10,10,11,378.84664,237.44016,0.447104692684068,0.0745174487806781,1,0,0
17,11,11,12,339.27328,211.05792,0.399564518090239,0.0665940863483731,1,0,0
17,12,12,13,286.5088,180.27864,0.33850802134911,0.056418003558185,1,0,0
17,13,13,14,233.74432,149.49936,0.277464350453661,0.0462440584089435,1,0,0
17,14,14,15,182.82776,79.14672,0.199223977255189,0.0332039962091981,1,0,0
17,15,15,16,130.06328,70.35264,0.147871399395989,0.0246452332326648,1,0,0
17,16,16,17,77.2988,52.76448,0.0935905702040029,0.0155984283673338,1,0,0
17,17,17,18,24.53432,35.17632,0.0428871349778089,0.00714785582963482,1,0,0
17,18,2,19,316.58688,140.70528,0.346446573670476,0.0577410956117461,1,0,0
17,19,19,20,237.44016,105.52896,0.259834930252857,0.0433058217088095,1,0,0
17,20,20,21,158.29344,70.35264,0.173223286835238,0.028870547805873,1,0,0
17,21,21,22,79.14672,35.17632,0.0866116434176191,0.0144352739029365,1,0,0
17,22,3,23,763.23704,395.7336,0.859730109625644,0.143288351604274,1,0,0
17,23,23,24,684.09032,351.7632,0.769231379229905,0.128205229871651,1,0,0
17,24,24,25,369.35136,175.8816,0.409090166531059,0.0681816944218432,1,0,0
17,25,6,26,754.44296,835.4376,1.12567320452577,0.187612200754295,1,0,0
17,26,26,27,701.67848,813.4524,1.0742706811418,0.179045113523634,1,0,0
17,27,27,28,648.914,791.4672,1.0234792172154,0.170579869535899,1,0,0
17,28,28,29,596.14952,773.87904,0.976874105884454,0.162812350980742,1,0,0
17,29,29,30,490.62056,712.32048,0.864932945448457,0.144155490908076,1,0,0
17,30,30,31,314.73896,184.67568,0.364918785108884,0.0608197975181474,1,0,0
17,31,31,32,237.44016,123.11712,0.267461501562225,0.0445769169270375,1,0,0
17,32,32,33,52.76448,35.17632,0.0634150127210647,0.0105691687868441,1,0,0
18,1,1,2,2990.98147,1939.6774,3.5648728686945,0.594145478115749,1,0,0
18,2,2,3,2603.04599,1754.14304,3.1389275606225,0.523154593437083,1,0,0
18,3,3,4,1778.34603,1340.90742,2.2272286167854,0.371204769464234,1,0,0
18,4,4,5,1677.14547,1273.44038,2.10581749659273,0.350969582765455,1,0,0
18,5,5,6,1626.54519,1248.14024,2.05024469608371,0.341707449347285,1,0,0
18,6,6,7,835.57875,430.10238,0.939776518504919,0.15662941975082,1,0,0
18,7,7,8,666.91115,345.76858,0.751216608515506,0.125202768085918,1,0,0
18,8,8,9,498.24355,261.43478,0.56266755665335,0.0937779261088917,1,0,0
18,9,9,10,447.64327,244.56802,0.510096082697185,0.0850160137828641,1,0,0
18,10,10,11,397.04299,227.70126,0.457701867719291,0.0762836446198819,1,0,0
18,11,11,12,359.09278,202.40112,0.412206062577181,0.0687010104295302,1,0,0
18,12,12,13,308.4925,172.88429,0.353633426424955,0.0589389044041592,1,0,0
18,13,13,14,257.89222,143.36746,0.295063765520912,0.0491772942534854,1,0,0
18,14,14,15,192.19646,75.90042,0.206640637321675,0.0344401062202792,1,0,0
18,15,15,16,141.59618,67.46704,0.15684795082166,0.0261413251369434,1,0,0
18,16,16,17,90.9959,50.60028,0.104118404486855,0.0173530674144759,1,0,0
18,17,17,18,40.39562,33.73352,0.0526284760065765,0.00877141266776275,1,0,0
18,18,2,19,303.60168,134.93408,0.332236641634045,0.0553727736056742,1,0,0
18,19,19,20,227.70126,101.20056,0.249177481225534,0.0415295802042556,1,0,0
18,20,20,21,151.80084,67.46704,0.166118320817022,0.0276863868028371,1,0,0
18,21,21,22,75.90042,33.73352,0.0830591604085112,0.0138431934014185,1,0,0
18,22,3,23,748.79954,379.5021,0.839477572665656,0.139912928777609,1,0,0
18,23,23,24,672.89912,337.3352,0.752720574221148,0.125453429036858,1,0,0
18,24,24,25,354.20196,168.6676,0.392310830538237,0.0653851384230396,1,0,0
18,25,6,26,740.36616,801.1711,1.0908790869516,0.1818131811586,1,0,0
18,26,26,27,689.76588,780.08765,1.04130385137802,0.173550641896337,1,0,0
18,27,27,28,639.1656,759.0042,0.992280222437694,0.165380037072949,1,0,0
18,28,28,29,588.56532,742.13744,0.947194338959253,0.157865723159875,1,0,0
18,29,29,30,487.36476,683.10378,0.839139549503029,0.139856591583838,1,0,0
18,30,30,31,318.69716,177.10098,0.36459928265018,0.0607665471083634,1,0,0
18,31,31,32,227.70126,118.06732,0.256491239338832,0.0427485398898053,1,0,0
18,32,32,33,50.60028,33.73352,0.060813968030945,0.0101356613384908,1,0,0
19,1,1,2,3168.77041,1987.9682,3.74073835966949,0.623456393278249,1,0,0
19,2,2,3,2771.17677,1797.81472,3.30326481803023,0.550544136338372,1,0,0
19,3,3,4,1900.11369,1374.29106,2.34501768703806,0.39083628117301,1,0,0
19,4,4,5,1796.39361,1305.14434,2.22045755426283,0.370076259043805,1,0,0
19,5,5,6,1744.53357,1279.21432,2.16328145495449,0.360546909159081,1,0,0
19,6,6,7,908.04385,440.81034,1.00938465877669,0.168230776462782,1,0,0
19,7,7,8,735.17705,354.37694,0.816130081819354,0.136021680303226,1,0,0
19,8,8,9,562.31025,267.94354,0.622885669993133,0.103814278332189,1,0,0
19,9,9,10,510.45021,250.65686,0.568672382267773,0.0947787303779621,1,0,0
19,10,10,11,458.59017,233.37018,0.514554744350746,0.0857591240584576,1,0,0
19,11,11,12,419.69514,207.44016,0.468161756789729,0.0780269594649548,1,0,0
19,12,12,13,367.8351,177.18847,0.408287171844709,0.0680478619741182,1,0,0
19,13,13,14,315.97506,146.93678,0.348469017071492,0.0580781695119154,1,0,0
19,14,14,15,222.81258,77.79006,0.23600156618349,0.0393335943639149,1,0,0
19,15,15,16,170.95254,69.14672,0.184407266177909,0.0307345443629848,1,0,0
19,16,16,17,119.0925,51.86004,0.129894138840256,0.0216490231400426,1,0,0
19,17,17,18,67.23246,34.57336,0.0756010641415926,0.0126001773569321,1,0,0
19,18,2,19,311.16024,138.29344,0.340508106370305,0.0567513510617176,1,0,0
19,19,19,20,233.37018,103.72008,0.255381079777729,0.0425635132962882,1,0,0
19,20,20,21,155.58012,69.14672,0.170254053185153,0.0283756755308588,1,0,0
19,21,21,22,77.79006,34.57336,0.0851270265925764,0.0141878377654294,1,0,0
19,22,3,23,793.27302,388.9503,0.883495568823076,0.147249261470513,1,0,0
19,23,23,24,715.48296,345.7336,0.794636764955739,0.132439460825956,1,0,0
19,24,24,25,363.02028,172.8668,0.402077920599376,0.0670129867665627,1,0,0
19,25,6,26,784.62968,821.1173,1.13572767646835,0.189287946078058,1,0,0
19,26,26,27,732.76964,799.50895,1.08451182862882,0.180751971438137,1,0,0
19,27,27,28,680.9096,777.9006,1.03381198815477,0.172301998025795,1,0,0
19,28,28,29,629.04956,760.61392,0.987034388577196,0.164505731429533,1,0,0
19,29,29,30,525.32948,700.11054,0.875286142227878,0.145881023704646,1,0,0
19,30,30,31,352.46268,181.51014,0.396454123090682,0.0660756871817804,1,0,0
19,31,31,32,233.37018,121.00676,0.262876923443139,0.0438128205738565,1,0,0
19,32,32,33,51.86004,34.57336,0.0623280111225378,0.0103880018537563,1,0,0
20,1,1,2,3625.00041,2244.2802,4.26349874969047,0.710583124948412,1,0,0
20,2,2,3,3176.14437,2029.60992,3.76924521442226,0.628207535737043,1,0,0
20,3,3,4,2180.85489,1551.48066,2.67641930376967,0.446069883961612,1,0,0
20,4,4,5,2063.76201,1473.41874,2.53575953459756,0.422626589099593,1,0,0
20,5,5,6,2005.21557,1444.14552,2.47112236951279,0.411853728252131,1,0,0
20,6,6,7,1048.95705,497.64474,1.16101730391686,0.193502883986143,1,0,0
20,7,7,8,853.80225,400.06734,0.942885018779988,0.157147503129998,1,0,0
20,8,8,9,658.64745,302.48994,0.724787297896911,0.120797882982819,1,0,0
20,9,9,10,600.10101,282.97446,0.663472506751645,0.110578751125274,1,0,0
20,10,10,11,541.55457,263.45898,0.602239143887647,0.100373190647941,1,0,0
20,11,11,12,497.64474,234.18576,0.549993870362612,0.0916656450604353,1,0,0
20,12,12,13,439.0983,200.03367,0.482515063180994,0.0804191771968324,1,0,0
20,13,13,14,380.55186,165.88158,0.4151342153241,0.06918903588735,1,0,0
20,14,14,15,263.45898,87.81966,0.277710148941583,0.0462850248235971,1,0,0
20,15,15,16,204.91254,78.06192,0.219277934146001,0.0365463223576669,1,0,0
20,16,16,17,146.3661,58.54644,0.157641114135506,0.0262735190225843,1,0,0
20,17,17,18,87.81966,39.03096,0.0961025937268979,0.016017098954483,1,0,0
20,18,2,19,351.27864,156.12384,0.384410374907592,0.0640683958179319,1,0,0
20,19,19,20,263.45898,117.09288,0.288307781180694,0.048051296863449,1,0,0
20,20,20,21,175.63932,78.06192,0.192205187453796,0.032034197908966,1,0,0
20,21,21,22,87.81966,39.03096,0.0961025937268979,0.016017098954483,1,0,0
20,22,3,23,907.46982,439.0983,1.00812141693038,0.168020236155064,1,0,0
20,23,23,24,819.65016,390.3096,0.907836972501223,0.151306162083537,1,0,0
20,24,24,25,409.82508,195.1548,0.453918486250611,0.0756530810417686,1,0,0
20,25,6,26,897.71208,926.9853,1.29042191743399,0.215070319572332,1,0,0
20,26,26,27,839.16564,902.59095,1.23242419417119,0.205404032361865,1,0,0
20,27,27,28,780.6192,878.1966,1.17498749085265,0.195831248475441,1,0,0
20,28,28,29,722.07276,858.68112,1.121927955164,0.186987992527333,1,0,0
20,29,29,30,604.97988,790.37694,0.995337310909512,0.165889551818252,1,0,0
20,30,30,31,409.82508,204.91254,0.458198368882145,0.0763663948136908,1,0,0
20,31,31,32,263.45898,136.60836,0.296770076261961,0.0494616793769935,1,0,0
20,32,32,33,58.54644,39.03096,0.070364063805292,0.0117273439675487,1,0,0
21,1,1,2,3715,2300,4.36935063825278,0.728225106375464,1,0,0
21,2,2,3,3255,2080,3.86282603801931,0.643804339669886,1,0,0
21,3,3,4,2235,1590,2.74286802453199,0.457144670755331,1,0,0
21,4,4,5,2115,1510,2.598716029119,0.433119338186499,1,0,0
21,5,5,6,2055,1480,2.53247408673811,0.422079014456351,1,0,0
21,6,6,7,1075,510,1.18984242654227,0.198307071090379,1,0,0
21,7,7,8,875,410,0.966294468575703,0.16104907809595,1,0,0
21,8,8,9,675,310,0.742781933005913,0.123796988834319,1,0,0
21,9,9,10,615,290,0.67994485070482,0.113324141784137,1,0,0
21,10,10,11,555,270,0.617191218343229,0.102865203057205,1,0,0
21,11,11,12,510,240,0.563648826841678,0.0939414711402797,1,0,0
21,12,12,13,450,205,0.494494691579192,0.0824157819298653,1,0,0
21,13,13,14,390,170,0.425440947723653,0.0709068246206088,1,0,0
21,14,14,15,270,90,0.284604989415154,0.0474341649025257,1,0,0
21,15,15,16,210,80,0.224722050542442,0.0374536750904071,1,0,0
21,16,16,17,150,60,0.161554944214035,0.0269258240356725,1,0,0
21,17,17,18,90,40,0.098488578017961,0.0164147630029935,1,0,0
21,18,2,19,360,160,0.393954312071844,0.065659052011974,1,0,0
21,19,19,20,270,120,0.295465734053883,0.0492442890089805,1,0,0
21,20,20,21,180,80,0.196977156035922,0.032829526005987,1,0,0
21,21,21,22,90,40,0.098488578017961,0.0164147630029935,1,0,0
21,22,3,23,930,450,1.03315052146335,0.172191753577226,1,0,0
21,23,23,24,840,400,0.930376267969041,0.155062711328173,1,0,0
21,24,24,25,420,200,0.46518813398452,0.0775313556640867,1,0,0
21,25,6,26,920,950,1.32245982925758,0.220409971542931,1,0,0
21,26,26,27,860,925,1.26302216924328,0.21050369487388,1,0,0
21,27,27,28,800,900,1.20415945787923,0.200693242979872,1,0,0
21,28,28,29,740,880,1.14978258814438,0.191630431357397,1,0,0
21,29,29,30,620,810,1.02004901843,0.170008169738333,1,0,0
21,30,30,31,420,210,0.469574275274956,0.0782623792124926,1,0,0
21,31,31,32,270,140,0.304138126514911,0.0506896877524852,1,0,0
21,32,32,33,60,40,0.0721110255092798,0.0120185042515466,1,0,0
22,1,1,2,3625.00041,2244.2802,4.26349874969047,0.710583124948412,1,0,0
22,2,2,3,3176.14437,2029.60992,3.76924521442226,0.628207535737043,1,0,0
22,3,3,4,2180.85489,1551.48066,2.67641930376967,0.446069883961612,1,0,0
22,4,4,5,2063.76201,1473.41874,2.53575953459756,0.422626589099593,1,0,0
22,5,5,6,2005.21557,1444.14552,2.47112236951279,0.411853728252131,1,0,0
22,6,6,7,1048.95705,497.64474,1.16101730391686,0.193502883986143,1,0,0
22,7,7,8,853.80225,400.06734,0.942885018779988,0.157147503129998,1,0,0
22,8,8,9,658.64745,302.48994,0.724787297896911,0.120797882982819,1,0,0
22,9,9,10,600.10101,282.97446,0.663472506751645,0.110578751125274,1,0,0
22,10,10,11,541.55457,263.45898,0.602239143887647,0.100373190647941,1,0,0
22,11,11,12,497.64474,234.18576,0.549993870362612,0.0916656450604353,1,0,0
22,12,12,13,439.0983,200.03367,0.482515063180994,0.0804191771968324,1,0,0
22,13,13,14,380.55186,165.88158,0.4151342153241,0.06918903588735,1,0,0
