method,stage,markov_state,site,records,htt_in_mean_kg,htt_out_mean_kg,net_htt_mean_kg,htt_in_active_frequency,htt_out_active_frequency,net_orientation,schema_boundary
chi2_eta003,3,110,4,42,0.6810298803212114,0.02416342728544024,0.6568664530357711,0.6666666666666666,0.023809523809523808,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,115,1,33,16.87150010050736,0.0,16.87150010050736,0.6060606060606061,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,115,2,33,0.0,2.1919695828819528,-2.1919695828819528,0.0,0.5757575757575758,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,115,3,33,0.0,20.957635118370057,-20.957635118370057,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,115,4,33,6.278104600744658,0.0,6.278104600744658,0.5757575757575758,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,116,1,29,20.865904147462178,3.9144490488940864,16.95145509856809,0.6206896551724138,0.20689655172413793,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,116,2,29,0.7848177973945375,14.139159208774917,-13.35434141138038,0.1724137931034483,0.6206896551724138,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,116,3,29,2.0794590525990104,20.889694907724234,-18.810235855125224,0.20689655172413793,0.7931034482758621,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,116,4,29,15.213122167937458,0.0,15.213122167937458,0.8275862068965517,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,117,1,21,26.956452918008374,0.0,26.956452918008374,0.7619047619047619,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,117,2,21,0.0,27.192399251087327,-27.192399251087327,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,117,3,21,2.998111881695741,17.405246858320385,-14.407134976624647,0.3333333333333333,0.6666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,117,4,21,15.410081059082632,0.7669997493790506,14.643081309703584,0.8095238095238095,0.09523809523809523,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,118,1,5,26.6618628141834,2.48658358997634,24.17527922420706,0.8,0.2,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,118,2,5,0.95928634396278,23.77389253224772,-22.814606188284937,0.2,0.8,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,118,3,5,1.4160022565514019,16.469429992014156,-15.053427735462753,0.2,0.8,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,118,4,5,13.692754699540648,0.0,13.692754699540648,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,123,1,50,24.908558537179076,0.0,24.908558537179076,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,123,2,50,0.0,0.6233674121959587,-0.6233674121959587,0.0,0.42,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,123,3,50,0.0,24.908558537179076,-24.908558537179076,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,123,4,50,0.6233674121959587,0.0,0.6233674121959587,0.42,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,124,1,66,25.94917788487688,3.934131086782132,22.01504679809475,0.5909090909090909,0.24242424242424243,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,124,2,66,3.520152764736294,16.44609324851578,-12.925940483779486,0.19696969696969696,0.803030303030303,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,124,3,66,2.994188573915785,24.333491201892663,-21.339302627976878,0.21212121212121213,0.7878787878787878,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,124,4,66,14.917783555423856,2.6675872417622957,12.250196313661561,0.803030303030303,0.19696969696969696,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,125,1,43,24.082015917775436,1.9371034347741178,22.14491248300132,0.627906976744186,0.3023255813953488,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,125,2,43,0.0,23.346682289965695,-23.346682289965695,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,125,3,43,5.49288784287014,19.6677059465014,-14.17481810363126,0.3953488372093023,0.6046511627906976,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,125,4,43,16.188706806135464,0.8121188955398744,15.37658791059559,0.7441860465116279,0.13953488372093023,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,126,1,14,21.86840943945068,3.061327720193798,18.807081719256878,0.5714285714285714,0.42857142857142855,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,126,2,14,0.0,16.852668651253275,-16.852668651253275,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,126,3,14,5.979793256851786,18.14336939545837,-12.163576138606585,0.2857142857142857,0.7142857142857143,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,126,4,14,12.52714429310348,2.3179812225004617,10.20916307060302,0.7857142857142857,0.21428571428571427,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,131,1,68,21.994709233477575,0.0,21.994709233477575,0.9852941176470589,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,131,2,68,0.0,0.7367866635176883,-0.7367866635176883,0.0,0.058823529411764705,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,131,3,68,0.0,21.994709233477575,-21.994709233477575,0.0,0.9852941176470589,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,131,4,68,0.7367866635176883,0.0,0.7367866635176883,0.058823529411764705,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,132,1,53,24.31491096688821,1.354216245921,22.96069472096721,0.5471698113207547,0.2641509433962264,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,132,2,53,1.6295753033082243,18.316930842021055,-16.68735553871283,0.18867924528301888,0.8113207547169812,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,132,3,53,4.311937509518133,21.932968955337586,-17.621031445819455,0.2830188679245283,0.5471698113207547,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,132,4,53,13.013429084181771,1.6657368206166945,11.347692263565076,0.8113207547169812,0.18867924528301888,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,133,1,33,19.609785723252667,3.1665041219365015,16.44328160131617,0.5757575757575758,0.42424242424242425,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,133,2,33,0.0,18.83146733138701,-18.83146733138701,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,133,3,33,4.669898347199635,16.472726817227716,-11.802828470028079,0.42424242424242425,0.5757575757575758,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,133,4,33,14.526901929808096,0.33588772970917125,14.191014200098925,0.8787878787878788,0.12121212121212122,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,134,1,12,19.997764055066387,2.9185850085559246,17.079179046510465,0.8333333333333334,0.16666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,134,2,12,1.17316384247419,20.002604064140026,-18.829440221665838,0.25,0.75,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,134,3,12,3.9155228275302494,12.485828156122217,-8.570305328591969,0.25,0.75,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,134,4,12,12.7954796457364,2.4749131419890693,10.320566503747331,0.75,0.25,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,139,1,41,22.010274607010135,0.0,22.010274607010135,0.9512195121951219,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,139,2,41,0.0,2.5006925431243547,-2.5006925431243547,0.0,0.8536585365853658,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,139,3,41,0.0,22.010274607010135,-22.010274607010135,0.0,0.9512195121951219,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,139,4,41,2.5006925431243547,0.0,2.5006925431243547,0.8536585365853658,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,140,1,53,21.549079696779085,1.403343750072981,20.145735946706104,0.4716981132075472,0.32075471698113206,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,140,2,53,0.16838050904928548,22.61409777162246,-22.44571726257318,0.1320754716981132,0.7924528301886793,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,140,3,53,3.2949884522328974,19.2657038068776,-15.970715354644701,0.32075471698113206,0.6037735849056604,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,140,4,53,18.270696670511832,0.0,18.270696670511832,0.7924528301886793,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,141,1,36,24.242428109698366,0.9512829491103653,23.291145160587998,0.5555555555555556,0.19444444444444445,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,141,2,36,0.12385851521169945,23.311906396588494,-23.188047881376793,0.05555555555555555,0.8611111111111112,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,141,3,36,0.551772754373737,20.654065660187474,-20.102292905813737,0.1388888888888889,0.6944444444444444,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,141,4,36,19.99919562660259,0.0,19.99919562660259,0.8611111111111112,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,142,1,8,35.44782414012863,2.6236079562844674,32.82421618384416,0.75,0.25,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,142,2,8,0.0,27.265858259149663,-27.265858259149663,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,142,3,8,4.326109259031375,25.470170991732402,-21.144061732701026,0.25,0.75,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,142,4,8,17.08741240163318,1.50170859362665,15.58570380800653,0.875,0.125,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,147,1,43,20.399926425980468,0.0,20.399926425980468,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,147,2,43,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,147,3,43,0.0,20.399926425980468,-20.399926425980468,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,147,4,43,0.0,0.0,0.0,0.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,148,1,54,19.209163771899625,0.5852915982187646,18.623872173680862,0.4444444444444444,0.25925925925925924,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,148,2,54,0.12890165390264186,19.18274652914152,-19.05384487523888,0.12962962962962962,0.7037037037037037,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,148,3,54,2.5854643423353507,17.044672540481724,-14.459208198146372,0.25925925925925924,0.5740740740740741,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,148,4,54,14.88918089970438,0.0,14.88918089970438,0.7037037037037037,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,149,1,23,10.272963636403171,2.8777036393622764,7.395259997040894,0.2608695652173913,0.6521739130434783,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,149,2,23,0.012220134789030043,11.605748262166129,-11.593528127377098,0.043478260869565216,0.8695652173913043,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,149,3,23,2.9095399896134366,9.022648555167565,-6.11310856555413,0.30434782608695654,0.6086956521739131,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,149,4,23,11.47921770220059,1.1678410063102553,10.311376695890333,0.6521739130434783,0.21739130434782608,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,150,1,8,12.879511041498874,4.483625288103927,8.395885753394948,0.375,0.625,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,150,2,8,0.063904981472735,12.521133061511764,-12.457228080039028,0.375,0.625,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,150,3,8,0.6217770187585725,10.100919541987022,-9.479142523228449,0.25,0.75,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,150,4,8,14.85883346020289,1.318348610330375,13.540484849872515,0.875,0.125,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,155,1,27,14.51597992304234,0.0,14.51597992304234,0.4444444444444444,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,155,2,27,0.0,8.101344389952574,-8.101344389952574,0.0,0.6666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,155,3,27,0.0,14.51597992304234,-14.51597992304234,0.0,0.4444444444444444,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,155,4,27,8.101344389952574,0.0,8.101344389952574,0.6666666666666666,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,156,1,38,33.724216315031725,0.0,33.724216315031725,0.9210526315789473,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,156,2,38,0.031496365622866875,18.797340330707996,-18.76584396508513,0.05263157894736842,0.9473684210526315,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,156,3,38,5.827027860366938,16.033968083733054,-10.206940223366114,0.42105263157894735,0.5263157894736842,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,156,4,38,0.0813046883176299,4.832736814898109,-4.751432126580479,0.21052631578947367,0.7105263157894737,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,157,1,15,48.96779613500069,1.13042583426668,47.837370300734015,0.8666666666666667,0.06666666666666667,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,157,2,15,2.0064371505067333,24.349716737198907,-22.343279586692177,0.06666666666666667,0.9333333333333333,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,157,3,15,0.4915711424367487,28.071403462032826,-27.579832319596076,0.13333333333333333,0.8666666666666667,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,157,4,15,3.1676946357960114,1.08195303024174,2.0857416055542712,0.8666666666666667,0.13333333333333333,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,158,1,3,24.667221688376287,0.0,24.667221688376287,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,158,2,3,0.0,17.700811885185082,-17.700811885185082,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,158,3,3,0.0,13.665174900756577,-13.665174900756577,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,158,4,3,6.698765097565375,0.0,6.698765097565375,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,163,1,35,9.113925544780809,0.0,9.113925544780809,0.4,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,163,2,35,0.0,8.90954847376444,-8.90954847376444,0.0,0.6857142857142857,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,163,3,35,0.0,9.113925544780809,-9.113925544780809,0.0,0.4,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,163,4,35,8.90954847376444,0.0,8.90954847376444,0.6857142857142857,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,164,1,42,40.22589760271861,0.0,40.22589760271861,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,164,2,42,0.0,21.88555882586628,-21.88555882586628,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,164,3,42,5.430115000512321,16.02636816466176,-10.59625316414944,0.30952380952380953,0.6904761904761905,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,164,4,42,0.0,7.744085612702907,-7.744085612702907,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,165,1,17,35.37433051426627,0.03390244924586106,35.340428065020404,0.7058823529411765,0.058823529411764705,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,165,2,17,0.5855466654849588,21.25289325615885,-20.66734659067389,0.058823529411764705,0.9411764705882353,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,165,3,17,4.436503537102954,22.303341696056535,-17.86683815895358,0.4117647058823529,0.5882352941176471,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,165,4,17,4.752086200163807,1.558329515556734,3.1937566846070724,0.8235294117647058,0.17647058823529413,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,166,1,6,22.094054499117487,8.793436737105184,13.3006177620123,0.5,0.5,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,166,2,6,6.23891204534231,13.78661949134485,-7.547707446002538,0.5,0.5,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,166,3,6,1.6649932047348484,15.671549375505606,-14.006556170770759,0.3333333333333333,0.6666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,166,4,6,8.840167176242177,0.5865213214812149,8.253645854760963,0.8333333333333334,0.16666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,171,1,6,12.427948033632015,0.0,12.427948033632015,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,171,2,6,16.37055635163517,0.0,16.37055635163517,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,171,3,6,0.0,16.37055635163517,-16.37055635163517,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,171,4,6,0.0,12.427948033632015,-12.427948033632015,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,172,1,3,0.0,43.401847911907566,-43.401847911907566,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,172,2,3,0.0,27.262832623832665,-27.262832623832665,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,172,3,3,22.087349557425167,0.0,22.087349557425167,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,172,4,3,48.57733097831504,0.0,48.57733097831504,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,173,1,6,1.588450714044,16.767662940414073,-15.17921222637007,0.3333333333333333,0.6666666666666666,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,173,2,6,0.0,17.328493176147038,-17.328493176147038,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,173,3,6,21.972534061639166,0.0,21.972534061639166,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,173,4,6,16.679409865929376,6.1442385250514,10.535171340877973,0.6666666666666666,0.3333333333333333,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,179,1,18,13.783403642045272,0.11003679899024833,13.673366843055025,0.9444444444444444,0.05555555555555555,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,179,2,18,15.784364917810867,0.0,15.784364917810867,0.9444444444444444,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,179,3,18,0.0,15.784364917810867,-15.784364917810867,0.0,0.9444444444444444,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,179,4,18,0.11003679899024833,13.783403642045272,-13.673366843055025,0.05555555555555555,0.9444444444444444,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,180,1,13,13.99609579583046,8.422828672964402,5.573267122866062,0.7692307692307693,0.23076923076923078,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,180,2,13,0.0,25.47064521753489,-25.47064521753489,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,180,3,13,16.157550296620137,0.0,16.157550296620137,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,180,4,13,8.740865839838277,5.001038041789607,3.7398277980486707,0.23076923076923078,0.7692307692307693,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,181,1,9,1.8092629848111983,8.39926443782511,-6.590001453013913,0.4444444444444444,0.5555555555555556,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,181,2,9,0.0,4.641021170187331,-4.641021170187331,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,181,3,9,20.265894883011633,0.0,20.265894883011633,1.0,0.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,181,4,9,0.0,9.03487225981039,-9.03487225981039,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,182,1,2,0.0,12.617184274541925,-12.617184274541925,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
chi2_eta003,3,182,2,2,0.0,9.58969885728905,-9.58969885728905,0.0,1.0,正=净流入，负=净流出,Stage-84B stage/site schema 无 source-destination arcs；仅可统计 site in/out/net
