time_h,event,station_total_kg,onboard_total_kg,consumed_H2_kg,original_total_kg,mass_error_kg,case
1.7061655186953844,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.7061655186953844,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.7143207175561417,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.7143207175561417,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.758251427707401,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.758251427707401,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.7785869067357827,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.7785869067357827,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.7920475046378335,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.7920475046378335,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.8563168711829199,INTERVAL_END,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.8563168711829199,INSTANT_COMPLETE,185.9312153119796,33.58137631945013,4.418623680549871,223.9312153119796,0.0,FROZEN-INTEGRATION
1.8697729134816579,INTERVAL_END,185.9312153119796,33.47127041732479,4.528729582675211,223.9312153119796,0.0,FROZEN-INTEGRATION
1.8697729134816579,INSTANT_COMPLETE,185.9312153119796,33.47127041732479,4.528729582675211,223.9312153119796,0.0,FROZEN-INTEGRATION
