arm,path,filename,size,SHA256,role,generated_by,iteration,keep_local,commit_to_git
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\05_grid_diagnostics,hour_grid_diagnostics.csv,6834,1d0956b83c38a1d9ee71dbc9294a7a4cd6c79ecf4dd27aaa1099ffe0653c6765,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\06_checkpoint,checkpoint_final.mat,305034553,37244755f38656c4adb3ce4561cbe574f783f76ee4311f9ba40c74a22a988cc4,checkpoint,Stage89Q Pmax smoke workflow,,True,False
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\06_checkpoint,checkpoint_manifest.csv,394,bb5b452fcaf3bd2d1298d8fe18cefb6ccf22b90a212b60cdf18e8972fb8296b9,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\06_checkpoint,checkpoint_reload_audit.csv,1338,9598b6ab0bcb6c6de046bda7540f68f8acfdcb4e390cbaf5d61e8cf0009dd8c7,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\06_checkpoint,reload_matlab.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,process_log,Stage89Q Pmax smoke workflow,,True,False
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\06_checkpoint,RELOAD_PASS.txt,129,246f8d112f4c1f91a5a6d9b68f7c837e7fd05d32e411e9621605cbbb6107a189,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\07_issue_recheck,previous_issue_recheck.csv,1237,ebcd9f468a9d494247e0f340707f5e6e7aa6a22cf5261543cb81c541626920fa,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\08_new_issue_scan,new_issue_scan.csv,4002,a12c00fed577441c96c64eb5269ec542126e1e5c75872938158969429b353e02,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
B1011,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\03_arm_b1011\09_qa,pmax_propagation.csv,1106,cbdb3a2ed684145371cb5e189c7da118967d47785da5c71a3118dce683078717,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\04_comparison,b0001_vs_b1011_smoke_comparison.csv,1242,a29f77927ad033a34f73eab66ee04aba0b821b6030b99f06e1e14dcbd7a5c641,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\04_comparison,new_issue_scan.csv,7917,86db04d8c922137c5672c1848bdc4e5ab92cf47264eb3a8ceb14af927694b878,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\04_comparison,previous_issue_recheck.csv,1237,ebcd9f468a9d494247e0f340707f5e6e7aa6a22cf5261543cb81c541626920fa,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\05_summary,final_status.csv,358,00b37efd2a05f7e230b51e9579c6df93ef7846aaf7a3a6a568036328d573e5b7,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\05_summary,README.md,3556,51308ae1f96336b319724d2374058bf6e01c2e73f31f3272e1715dd40846678f,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005\06_qa,main_qa.csv,1112,84b2570bd40e29558ac0098f4cbe8a18bdae6b1f1324a6999f8296fda278a1a3,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
COMMON,C:\Users\chaos\Desktop\biye\test\testH2_v2\results\task-002-stage2b-b3-smoke\stage89q-pmax-dual-10iter-smoke\run-005,README.md,3556,51308ae1f96336b319724d2374058bf6e01c2e73f31f3272e1715dd40846678f,diagnostic_or_QA,Stage89Q Pmax smoke workflow,,True,True
