scenario_id,selection_path_id,resistance_repeat,random_seed,source_category,failed_lines_W1,failed_lines_W2,failed_lines_W3,closed_roads_W1,closed_roads_W2,closed_roads_W3,slowdown_max_W1,slowdown_max_W2,slowdown_max_W3,line_recovery_violation_count,road_recovery_violation_count,slowdown_recovery_violation_count,line_persistence_pass,road_persistence_pass,slowdown_persistence_pass
229,12,9,20272726,unobserved_candidate,13,29,29,2,24,24,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
230,12,10,20272727,unobserved_candidate,9,30,30,2,23,23,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
231,12,11,20272728,unobserved_candidate,9,31,31,5,23,23,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
232,12,12,20272729,unobserved_candidate,9,29,29,2,24,24,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
233,12,13,20272730,unobserved_candidate,12,30,30,2,27,27,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
234,12,14,20272731,unobserved_candidate,10,31,31,5,27,27,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
235,12,15,20272732,unobserved_candidate,10,30,30,3,27,27,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
236,12,16,20272733,unobserved_candidate,8,30,30,6,23,23,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
237,12,17,20272734,unobserved_candidate,5,28,28,3,24,24,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
238,12,18,20272735,unobserved_candidate,9,29,29,2,31,31,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
239,12,19,20272736,unobserved_candidate,8,30,30,3,23,23,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
240,12,20,20272737,unobserved_candidate,7,30,30,6,28,28,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
241,13,1,20273718,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
242,13,2,20273719,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243,13,3,20273720,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
244,13,4,20273721,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
245,13,5,20273722,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
246,13,6,20273723,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
247,13,7,20273724,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
248,13,8,20273725,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
249,13,9,20273726,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
250,13,10,20273727,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
251,13,11,20273728,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
252,13,12,20273729,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
253,13,13,20273730,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
254,13,14,20273731,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
255,13,15,20273732,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
256,13,16,20273733,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
257,13,17,20273734,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
258,13,18,20273735,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
259,13,19,20273736,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
260,13,20,20273737,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
261,14,1,20274718,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
262,14,2,20274719,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
263,14,3,20274720,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
264,14,4,20274721,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
265,14,5,20274722,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
266,14,6,20274723,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
267,14,7,20274724,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
268,14,8,20274725,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
269,14,9,20274726,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
270,14,10,20274727,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
271,14,11,20274728,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
272,14,12,20274729,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
273,14,13,20274730,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
274,14,14,20274731,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
275,14,15,20274732,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
276,14,16,20274733,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
277,14,17,20274734,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
278,14,18,20274735,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
279,14,19,20274736,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
280,14,20,20274737,main_ordinary,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
281,15,1,20275718,observed_candidate,0,8,8,0,0,0,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
282,15,2,20275719,observed_candidate,0,6,6,0,3,3,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
283,15,3,20275720,observed_candidate,0,6,6,0,5,5,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
284,15,4,20275721,observed_candidate,0,6,6,0,2,2,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
285,15,5,20275722,observed_candidate,0,6,6,0,4,4,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
286,15,6,20275723,observed_candidate,0,9,9,0,1,1,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
287,15,7,20275724,observed_candidate,0,5,5,0,2,2,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
288,15,8,20275725,observed_candidate,0,7,7,0,1,1,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
289,15,9,20275726,observed_candidate,0,5,5,0,2,2,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
290,15,10,20275727,observed_candidate,0,3,4,0,1,1,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
291,15,11,20275728,observed_candidate,0,11,12,0,3,3,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
292,15,12,20275729,observed_candidate,0,7,7,0,1,1,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
293,15,13,20275730,observed_candidate,0,6,6,0,3,3,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
294,15,14,20275731,observed_candidate,0,4,4,0,2,2,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
295,15,15,20275732,observed_candidate,0,7,8,0,1,1,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
296,15,16,20275733,observed_candidate,0,6,6,0,0,0,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
297,15,17,20275734,observed_candidate,0,8,9,0,3,3,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
298,15,18,20275735,observed_candidate,0,5,5,0,3,3,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
299,15,19,20275736,observed_candidate,0,4,4,0,2,2,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
300,15,20,20275737,observed_candidate,0,7,7,0,0,0,0,0.158440233040098,0.158440233040098,0,0,0,1,1,1
301,16,1,20276718,observed_candidate,0,0,6,0,0,1,0,0,0.107624047113543,0,0,0,1,1,1
302,16,2,20276719,observed_candidate,0,0,7,0,0,4,0,0,0.107624047113543,0,0,0,1,1,1
303,16,3,20276720,observed_candidate,0,0,3,0,0,5,0,0,0.107624047113543,0,0,0,1,1,1
304,16,4,20276721,observed_candidate,1,1,5,0,0,2,0,0,0.107624047113543,0,0,0,1,1,1
305,16,5,20276722,observed_candidate,1,1,5,0,0,0,0,0,0.107624047113543,0,0,0,1,1,1
306,16,6,20276723,observed_candidate,0,0,4,0,0,0,0,0,0.107624047113543,0,0,0,1,1,1
307,16,7,20276724,observed_candidate,1,1,8,0,0,3,0,0,0.107624047113543,0,0,0,1,1,1
308,16,8,20276725,observed_candidate,1,1,6,0,0,1,0,0,0.107624047113543,0,0,0,1,1,1
309,16,9,20276726,observed_candidate,0,0,3,0,0,2,0,0,0.107624047113543,0,0,0,1,1,1
310,16,10,20276727,observed_candidate,1,1,4,0,0,0,0,0,0.107624047113543,0,0,0,1,1,1
311,16,11,20276728,observed_candidate,0,0,7,0,0,1,0,0,0.107624047113543,0,0,0,1,1,1
312,16,12,20276729,observed_candidate,0,0,4,0,0,0,0,0,0.107624047113543,0,0,0,1,1,1
313,16,13,20276730,observed_candidate,2,2,7,0,0,1,0,0,0.107624047113543,0,0,0,1,1,1
314,16,14,20276731,observed_candidate,0,0,3,0,0,1,0,0,0.107624047113543,0,0,0,1,1,1
315,16,15,20276732,observed_candidate,0,0,9,0,0,0,0,0,0.107624047113543,0,0,0,1,1,1
316,16,16,20276733,observed_candidate,1,1,5,0,0,3,0,0,0.107624047113543,0,0,0,1,1,1
317,16,17,20276734,observed_candidate,1,1,8,0,0,1,0,0,0.107624047113543,0,0,0,1,1,1
318,16,18,20276735,observed_candidate,0,0,4,0,0,0,0,0,0.107624047113543,0,0,0,1,1,1
319,16,19,20276736,observed_candidate,0,0,4,0,0,1,0,0,0.107624047113543,0,0,0,1,1,1
320,16,20,20276737,observed_candidate,0,0,5,0,0,2,0,0,0.107624047113543,0,0,0,1,1,1
321,17,1,20277718,unobserved_candidate,0,9,16,0,3,7,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
322,17,2,20277719,unobserved_candidate,2,7,16,0,1,9,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
323,17,3,20277720,unobserved_candidate,1,4,14,0,1,8,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
324,17,4,20277721,unobserved_candidate,1,6,14,0,2,4,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
325,17,5,20277722,unobserved_candidate,3,9,16,0,2,4,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
326,17,6,20277723,unobserved_candidate,0,4,11,0,1,7,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
327,17,7,20277724,unobserved_candidate,1,7,11,0,2,8,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
328,17,8,20277725,unobserved_candidate,2,8,13,0,0,5,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
329,17,9,20277726,unobserved_candidate,1,6,16,0,1,7,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
330,17,10,20277727,unobserved_candidate,2,4,10,0,4,11,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
331,17,11,20277728,unobserved_candidate,0,5,13,0,0,11,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
332,17,12,20277729,unobserved_candidate,1,7,16,0,2,10,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
333,17,13,20277730,unobserved_candidate,0,4,10,0,1,7,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
334,17,14,20277731,unobserved_candidate,0,8,15,0,3,12,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
335,17,15,20277732,unobserved_candidate,0,8,12,0,2,5,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
336,17,16,20277733,unobserved_candidate,0,4,13,0,1,7,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
337,17,17,20277734,unobserved_candidate,1,6,13,0,2,10,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
338,17,18,20277735,unobserved_candidate,3,6,15,0,1,9,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
339,17,19,20277736,unobserved_candidate,1,9,13,0,1,6,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
340,17,20,20277737,unobserved_candidate,1,7,14,0,1,9,0,0.124553007042649,0.346957103344354,0,0,0,1,1,1
341,18,1,20278718,unobserved_candidate,8,28,28,5,21,21,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
342,18,2,20278719,unobserved_candidate,7,32,32,3,25,25,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
343,18,3,20278720,unobserved_candidate,10,30,30,4,26,26,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
344,18,4,20278721,unobserved_candidate,12,28,28,5,32,32,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
345,18,5,20278722,unobserved_candidate,8,28,28,3,26,26,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
346,18,6,20278723,unobserved_candidate,9,29,29,5,24,24,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
347,18,7,20278724,unobserved_candidate,9,30,30,5,25,25,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
348,18,8,20278725,unobserved_candidate,12,31,31,5,22,22,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
349,18,9,20278726,unobserved_candidate,7,31,31,4,23,23,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
350,18,10,20278727,unobserved_candidate,12,27,27,5,24,24,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
351,18,11,20278728,unobserved_candidate,7,29,29,3,26,26,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
352,18,12,20278729,unobserved_candidate,7,31,31,5,27,27,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
353,18,13,20278730,unobserved_candidate,10,29,29,5,23,23,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
354,18,14,20278731,unobserved_candidate,11,27,27,4,26,26,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
355,18,15,20278732,unobserved_candidate,9,28,28,3,21,21,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
356,18,16,20278733,unobserved_candidate,8,29,29,5,27,27,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
357,18,17,20278734,unobserved_candidate,12,30,30,4,22,22,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
358,18,18,20278735,unobserved_candidate,10,27,27,6,24,24,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
359,18,19,20278736,unobserved_candidate,7,32,32,3,25,25,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
360,18,20,20278737,unobserved_candidate,11,28,28,2,21,21,0.172248998337743,0.791783408708685,0.791783408708685,0,0,0,1,1,1
361,19,1,20279718,main_ordinary,1,1,1,0,1,1,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
362,19,2,20279719,main_ordinary,0,5,5,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
363,19,3,20279720,main_ordinary,1,3,3,0,1,1,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
364,19,4,20279721,main_ordinary,0,2,2,0,1,1,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
365,19,5,20279722,main_ordinary,0,3,3,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
366,19,6,20279723,main_ordinary,0,5,5,0,1,1,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
367,19,7,20279724,main_ordinary,0,1,1,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
368,19,8,20279725,main_ordinary,0,7,7,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
369,19,9,20279726,main_ordinary,0,1,1,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
370,19,10,20279727,main_ordinary,1,4,4,0,1,1,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
371,19,11,20279728,main_ordinary,0,2,2,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
372,19,12,20279729,main_ordinary,1,3,3,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
373,19,13,20279730,main_ordinary,0,4,4,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
374,19,14,20279731,main_ordinary,0,1,1,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
375,19,15,20279732,main_ordinary,0,2,2,0,1,1,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
376,19,16,20279733,main_ordinary,0,2,2,0,1,1,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
377,19,17,20279734,main_ordinary,0,1,1,0,2,2,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
378,19,18,20279735,main_ordinary,0,3,3,0,2,2,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
379,19,19,20279736,main_ordinary,0,2,2,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
380,19,20,20279737,main_ordinary,0,2,2,0,0,0,0,0.0357843536324836,0.0357843536324836,0,0,0,1,1,1
381,20,1,20280718,main_ordinary,0,8,8,0,2,2,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
382,20,2,20280719,main_ordinary,1,9,9,0,5,5,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
383,20,3,20280720,main_ordinary,1,10,12,0,3,5,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
384,20,4,20280721,main_ordinary,1,7,8,0,2,4,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
385,20,5,20280722,main_ordinary,0,7,10,0,3,3,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
386,20,6,20280723,main_ordinary,0,11,11,0,3,4,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
387,20,7,20280724,main_ordinary,0,10,10,0,6,6,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
388,20,8,20280725,main_ordinary,4,11,13,0,2,2,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
389,20,9,20280726,main_ordinary,1,9,12,0,3,4,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
390,20,10,20280727,main_ordinary,2,9,11,0,4,5,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
391,20,11,20280728,main_ordinary,4,10,12,0,3,3,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
392,20,12,20280729,main_ordinary,1,4,6,0,5,5,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
393,20,13,20280730,main_ordinary,1,7,7,0,5,6,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
394,20,14,20280731,main_ordinary,1,7,9,0,2,2,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
395,20,15,20280732,main_ordinary,3,10,11,0,4,5,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
396,20,16,20280733,main_ordinary,0,9,9,0,5,5,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
397,20,17,20280734,main_ordinary,1,4,5,0,5,5,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
398,20,18,20280735,main_ordinary,2,7,8,0,2,3,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
399,20,19,20280736,main_ordinary,2,11,12,0,4,5,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
400,20,20,20280737,main_ordinary,0,5,5,0,5,5,0,0.172248998337743,0.172248998337743,0,0,0,1,1,1
401,21,1,20281718,observed_candidate,0,9,17,0,6,16,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
402,21,2,20281719,observed_candidate,0,6,17,0,6,18,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
403,21,3,20281720,observed_candidate,1,9,19,0,2,12,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
404,21,4,20281721,observed_candidate,1,9,19,0,3,13,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
405,21,5,20281722,observed_candidate,0,8,22,0,4,18,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
406,21,6,20281723,observed_candidate,0,13,21,0,2,15,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
407,21,7,20281724,observed_candidate,1,12,20,0,5,13,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
408,21,8,20281725,observed_candidate,0,15,21,0,1,17,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
409,21,9,20281726,observed_candidate,0,5,17,0,3,10,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
410,21,10,20281727,observed_candidate,2,16,23,0,4,15,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
411,21,11,20281728,observed_candidate,0,4,16,0,3,15,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
412,21,12,20281729,observed_candidate,0,7,17,0,4,12,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
413,21,13,20281730,observed_candidate,0,10,21,0,7,17,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
414,21,14,20281731,observed_candidate,0,4,17,0,2,14,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
415,21,15,20281732,observed_candidate,0,5,15,0,8,20,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
416,21,16,20281733,observed_candidate,1,4,16,0,3,16,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
417,21,17,20281734,observed_candidate,1,11,21,0,3,8,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
418,21,18,20281735,observed_candidate,1,5,19,0,5,17,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
419,21,19,20281736,observed_candidate,0,8,19,0,3,14,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
420,21,20,20281737,observed_candidate,1,10,20,0,5,12,0,0.172248998337743,0.802127842155619,0,0,0,1,1,1
421,22,1,20282718,observed_candidate,30,30,30,23,23,23,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
422,22,2,20282719,observed_candidate,30,31,31,26,26,26,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
423,22,3,20282720,observed_candidate,30,30,30,28,28,28,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
424,22,4,20282721,observed_candidate,30,30,30,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
425,22,5,20282722,observed_candidate,28,29,29,22,22,22,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
426,22,6,20282723,observed_candidate,29,29,29,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
427,22,7,20282724,observed_candidate,29,29,29,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
428,22,8,20282725,observed_candidate,29,29,29,21,21,21,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
429,22,9,20282726,observed_candidate,28,28,28,23,23,23,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
430,22,10,20282727,observed_candidate,32,32,32,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
431,22,11,20282728,observed_candidate,29,29,29,26,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
432,22,12,20282729,observed_candidate,29,29,29,20,20,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
433,22,13,20282730,observed_candidate,30,30,30,21,21,21,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
434,22,14,20282731,observed_candidate,29,29,29,25,25,25,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
435,22,15,20282732,observed_candidate,31,31,31,24,24,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
436,22,16,20282733,observed_candidate,29,29,29,27,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
437,22,17,20282734,observed_candidate,29,29,29,22,22,22,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
438,22,18,20282735,observed_candidate,28,29,29,29,30,30,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
439,22,19,20282736,observed_candidate,28,28,28,23,23,23,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
440,22,20,20282737,observed_candidate,31,31,31,26,27,27,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
441,23,1,20283718,unobserved_candidate,0,2,17,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
442,23,2,20283719,unobserved_candidate,0,0,15,0,0,12,0,0,0.802127842155619,0,0,0,1,1,1
443,23,3,20283720,unobserved_candidate,0,0,15,0,0,10,0,0,0.802127842155619,0,0,0,1,1,1
444,23,4,20283721,unobserved_candidate,0,0,16,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
445,23,5,20283722,unobserved_candidate,0,1,17,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
446,23,6,20283723,unobserved_candidate,0,1,17,0,0,11,0,0,0.802127842155619,0,0,0,1,1,1
447,23,7,20283724,unobserved_candidate,0,1,18,0,0,9,0,0,0.802127842155619,0,0,0,1,1,1
448,23,8,20283725,unobserved_candidate,0,1,18,0,0,16,0,0,0.802127842155619,0,0,0,1,1,1
449,23,9,20283726,unobserved_candidate,0,0,16,0,0,11,0,0,0.802127842155619,0,0,0,1,1,1
450,23,10,20283727,unobserved_candidate,0,0,18,0,0,14,0,0,0.802127842155619,0,0,0,1,1,1
451,23,11,20283728,unobserved_candidate,0,1,17,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
452,23,12,20283729,unobserved_candidate,0,0,14,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
453,23,13,20283730,unobserved_candidate,0,0,19,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
454,23,14,20283731,unobserved_candidate,0,1,17,0,0,9,0,0,0.802127842155619,0,0,0,1,1,1
455,23,15,20283732,unobserved_candidate,0,2,15,0,0,10,0,0,0.802127842155619,0,0,0,1,1,1
456,23,16,20283733,unobserved_candidate,0,1,20,0,0,10,0,0,0.802127842155619,0,0,0,1,1,1
457,23,17,20283734,unobserved_candidate,0,2,15,0,0,15,0,0,0.802127842155619,0,0,0,1,1,1
458,23,18,20283735,unobserved_candidate,0,0,18,0,0,13,0,0,0.802127842155619,0,0,0,1,1,1
459,23,19,20283736,unobserved_candidate,0,0,17,0,0,14,0,0,0.802127842155619,0,0,0,1,1,1
460,23,20,20283737,unobserved_candidate,0,0,19,0,0,10,0,0,0.802127842155619,0,0,0,1,1,1
461,24,1,20284718,unobserved_candidate,28,28,28,20,20,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
462,24,2,20284719,unobserved_candidate,30,30,30,23,23,23,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
463,24,3,20284720,unobserved_candidate,30,30,30,21,21,21,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
464,24,4,20284721,unobserved_candidate,30,30,30,20,20,20,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
465,24,5,20284722,unobserved_candidate,30,30,30,24,24,24,0.791783408708685,0.791783408708685,0.791783408708685,0,0,0,1,1,1
