unique_path_id,a0,loc0,lfw0,a1,loc1,lfw1,a2,loc2,lfw2,a3,loc3,lfw3,initial_state_valid,all_stage_states_in_formal_space,all_transitions_positive,path_complete_no_nan,formal_three_period_DAC_recoverable,validity_status
213,2,7,0,3,5,2,5,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
214,2,7,0,3,6,2,5,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
215,2,7,0,3,7,2,5,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
216,2,7,0,3,7,2,5,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
217,2,7,0,4,4,2,5,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
218,2,7,0,4,4,2,5,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
219,2,7,0,4,4,2,5,2,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
220,2,7,0,4,4,2,5,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
221,2,7,0,4,4,2,5,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
222,2,7,0,4,4,2,5,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
223,2,7,0,4,4,2,6,1,1,4,-2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
224,2,7,0,4,4,2,6,1,1,4,4,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
225,2,7,0,4,4,2,6,1,2,4,-2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
226,2,7,0,4,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
227,2,7,0,4,4,2,6,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
228,2,7,0,4,4,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
229,2,7,0,4,4,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
230,2,7,0,4,5,1,5,4,3,4,3,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
231,2,7,0,4,6,1,6,8,2,5,6,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
232,2,7,0,4,7,1,5,5,2,5,7,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
233,2,7,0,4,7,2,4,7,1,4,6,1,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
234,2,7,0,4,8,1,5,6,2,5,5,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
235,3,1,0,3,2,1,5,1,2,6,4,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
236,3,1,0,4,1,1,3,3,3,5,1,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
237,3,1,0,4,2,1,6,1,2,6,3,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
238,3,1,0,4,3,0,4,2,2,5,5,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
239,3,1,0,5,1,1,6,0,2,6,-1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
240,3,1,0,5,1,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
241,3,1,0,5,1,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
242,3,1,0,5,1,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
243,3,1,0,5,3,2,3,6,1,5,3,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
244,3,1,0,5,4,2,3,1,1,5,-2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
245,3,1,0,5,4,2,3,1,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
246,3,1,0,5,4,2,3,2,1,5,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
247,3,1,0,5,4,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
248,3,1,0,5,4,2,3,7,1,5,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
249,3,1,0,5,4,2,4,1,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
250,3,1,0,5,4,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
251,3,1,0,5,4,2,5,5,3,4,3,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
252,3,1,0,5,4,2,6,1,1,4,-2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
253,3,1,0,5,4,2,6,1,1,4,4,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
254,3,1,0,5,4,2,6,1,2,4,-2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
255,3,1,0,5,4,2,6,1,2,4,3,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
256,3,1,0,5,4,2,6,1,2,4,4,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
257,3,1,0,5,4,2,6,1,2,4,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
258,3,1,0,5,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
259,3,1,0,5,4,2,6,1,2,6,3,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
260,3,1,0,5,4,2,6,1,2,6,4,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
261,3,1,0,5,4,2,6,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
262,3,1,0,5,4,2,6,1,3,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
263,3,1,0,5,4,2,6,2,1,4,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
264,3,1,0,5,4,2,6,2,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
265,3,1,0,5,4,2,6,2,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
266,3,1,0,5,4,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
267,3,1,0,5,4,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
268,3,1,0,5,4,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
269,3,2,0,3,1,1,5,0,1,6,0,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
270,3,2,0,3,1,2,5,0,1,5,3,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
271,3,2,0,4,-1,2,4,2,3,5,0,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
272,3,2,0,4,2,0,6,2,1,6,1,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
273,3,2,0,4,2,1,4,0,2,6,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
274,3,2,0,4,3,1,6,2,2,6,3,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
275,3,2,0,5,1,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
276,3,2,0,5,1,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
277,3,2,0,5,1,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
278,3,2,0,5,1,2,6,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
279,3,2,0,5,2,1,6,3,2,5,4,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
280,3,2,0,5,2,2,4,-1,2,4,2,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
281,3,2,0,5,4,2,3,1,1,5,-2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
282,3,2,0,5,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
283,3,2,0,5,4,2,6,1,2,6,4,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
284,3,2,0,5,4,2,6,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
285,3,2,0,5,4,2,6,2,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
286,3,2,0,5,4,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
287,3,2,0,5,5,2,3,2,1,5,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
288,3,2,0,5,5,2,3,2,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
289,3,2,0,5,5,2,3,2,1,5,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
290,3,2,0,5,5,2,4,2,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
291,3,2,0,5,5,2,4,2,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
292,3,2,0,5,5,2,4,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
293,3,2,0,5,5,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
294,3,2,0,5,5,2,6,2,1,4,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
295,3,2,0,5,5,2,6,2,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
296,3,2,0,5,5,2,6,2,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
297,3,2,0,5,5,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
298,3,2,0,5,5,2,6,2,2,4,-1,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
299,3,2,0,5,5,2,6,2,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
300,3,2,0,5,5,2,6,2,2,6,5,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
301,3,2,0,5,5,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
302,3,2,0,5,5,2,6,3,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
303,3,2,0,5,5,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
304,3,2,0,5,5,2,6,3,2,4,0,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
305,3,3,0,3,4,1,4,3,2,6,2,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
306,3,3,0,4,4,1,6,3,2,5,1,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
307,3,3,0,4,6,1,6,4,3,5,4,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
308,3,3,0,5,0,2,3,3,1,5,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
309,3,3,0,5,0,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
310,3,3,0,5,0,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
311,3,3,0,5,0,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
312,3,3,0,5,0,2,6,3,2,6,0,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
313,3,3,0,5,1,0,6,1,1,6,0,1,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
314,3,3,0,5,1,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
315,3,3,0,5,1,2,5,0,3,5,0,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
316,3,3,0,5,1,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
317,3,3,0,5,1,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
318,3,3,0,5,1,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
319,3,3,0,5,1,2,6,4,1,4,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
320,3,3,0,5,1,2,6,4,1,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
321,3,3,0,5,1,2,6,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
322,3,3,0,5,1,2,6,4,2,6,2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
323,3,3,0,5,2,2,5,1,3,3,-2,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
324,3,3,0,5,2,2,5,4,2,5,7,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
325,3,3,0,5,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
326,3,3,0,5,5,2,6,2,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
327,3,3,0,5,5,2,6,2,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
328,3,3,0,5,5,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
329,3,3,0,5,6,2,3,3,1,5,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
330,3,3,0,5,6,2,3,3,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
331,3,3,0,5,6,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
332,3,3,0,5,6,2,4,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
333,3,3,0,5,6,2,4,3,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
334,3,3,0,5,6,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
335,3,3,0,5,6,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
336,3,3,0,5,6,2,6,3,2,4,0,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
337,3,4,0,3,3,1,4,4,2,6,1,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
338,3,4,0,4,1,1,4,3,2,6,2,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
339,3,4,0,4,2,1,6,3,2,5,3,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
340,3,4,0,5,1,2,3,3,1,5,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
341,3,4,0,5,1,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
342,3,4,0,5,1,2,6,1,2,4,-2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
343,3,4,0,5,1,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
344,3,4,0,5,1,2,6,2,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
345,3,4,0,5,1,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
346,3,4,0,5,1,2,6,3,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
347,3,4,0,5,1,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
348,3,4,0,5,1,2,6,4,1,4,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
349,3,4,0,5,1,2,6,4,1,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
350,3,4,0,5,1,2,6,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
351,3,4,0,5,1,2,6,4,2,4,1,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
352,3,4,0,5,1,2,6,4,2,4,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
353,3,4,0,5,1,2,6,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
354,3,4,0,5,1,2,6,4,2,6,2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
355,3,4,0,5,4,2,6,1,2,4,-2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
356,3,4,0,5,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
357,3,4,0,5,5,2,6,7,2,6,6,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
358,3,4,0,5,7,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
359,3,4,0,5,7,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
360,3,5,0,3,2,2,5,4,3,4,5,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
361,3,5,0,3,3,1,4,4,2,6,6,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
362,3,5,0,3,4,1,5,1,2,6,2,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
363,3,5,0,4,2,0,4,2,1,6,1,1,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
364,3,5,0,4,3,1,6,3,0,5,1,1,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
365,3,5,0,4,3,1,6,5,2,5,7,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
366,3,5,0,4,5,1,6,4,2,5,3,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
367,3,5,0,4,6,2,4,4,2,3,2,1,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
368,3,5,0,5,2,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
369,3,5,0,5,2,2,3,5,1,5,2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
370,3,5,0,5,2,2,6,4,1,4,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
371,3,5,0,5,2,2,6,4,2,4,1,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
372,3,5,0,5,2,2,6,4,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
373,3,5,0,5,2,2,6,5,1,4,2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
374,3,5,0,5,2,2,6,5,1,4,8,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
375,3,5,0,5,2,2,6,5,2,4,2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
376,3,5,0,5,2,2,6,5,2,4,2,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
377,3,5,0,5,2,2,6,5,2,4,3,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
378,3,5,0,5,2,2,6,5,2,6,2,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
379,3,5,0,5,2,2,6,5,3,4,2,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
380,3,5,0,5,2,2,6,5,3,6,2,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
381,3,5,0,5,3,1,5,3,1,5,4,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
382,3,5,0,5,3,2,3,6,1,5,3,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
383,3,5,0,5,4,1,5,5,2,4,2,1,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
384,3,5,0,5,4,1,6,5,2,5,6,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
385,3,5,0,5,4,2,6,1,2,4,-2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
386,3,5,0,5,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
387,3,5,0,5,4,2,6,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
388,3,5,0,5,4,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
389,3,5,0,5,4,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
390,3,5,0,5,5,2,3,2,1,5,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
391,3,5,0,5,5,2,4,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
392,3,5,0,5,5,2,6,2,1,4,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
393,3,5,0,5,5,2,6,2,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
394,3,5,0,5,5,2,6,2,1,4,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
395,3,5,0,5,5,2,6,2,1,6,-1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
396,3,5,0,5,5,2,6,2,1,6,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
397,3,5,0,5,5,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
398,3,5,0,5,5,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
399,3,5,0,5,7,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
400,3,5,0,5,7,2,4,4,1,6,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
401,3,6,0,2,7,0,4,6,1,6,3,2,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
402,3,6,0,4,4,1,6,3,1,5,6,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
403,3,6,0,4,5,1,5,3,2,6,5,3,True,True,True,True,True,LEGAL_WITH_EXISTING_FORMAL_RECORD
404,3,6,0,5,3,2,3,4,1,5,1,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
405,3,6,0,5,3,2,3,6,1,5,3,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
406,3,6,0,5,3,2,6,0,1,4,3,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
407,3,6,0,5,3,2,6,0,2,4,3,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
408,3,6,0,5,3,2,6,0,3,6,3,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
409,3,6,0,5,3,2,6,1,2,4,-2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
410,3,6,0,5,3,2,6,3,1,4,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
411,3,6,0,5,3,2,6,3,1,6,0,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
412,3,6,0,5,3,2,6,6,1,4,3,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
413,3,6,0,5,3,2,6,6,2,4,3,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
414,3,6,0,5,3,2,6,6,3,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
415,3,6,0,5,4,2,3,2,1,5,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
416,3,6,0,5,4,2,3,7,1,5,5,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
417,3,6,0,5,4,2,6,1,1,4,-2,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
418,3,6,0,5,4,2,6,1,1,4,4,3,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
419,3,6,0,5,4,2,6,1,2,4,-2,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
420,3,6,0,5,4,2,6,1,2,4,3,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
421,3,6,0,5,4,2,6,1,2,4,4,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
422,3,6,0,5,4,2,6,1,2,6,1,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
423,3,6,0,5,4,2,6,1,2,6,3,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
424,3,6,0,5,4,2,6,1,2,6,4,1,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
425,3,6,0,5,4,2,6,1,2,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
426,3,6,0,5,4,2,6,1,3,6,4,2,True,True,True,True,False,LEGAL_PATH_FORMAL_DAC_UNRESOLVED
